Text,class_label,examples,topic
"Now, it is trillions of dollars out of balance, and the only answer that has come so far is the biggest single tax increase in our nation's history - the payroll tax increase for Social Security - which will only put a band-aid on this and postpone the day of reckoning by a few years at most.",Yes,,
"They don't want to see the world break out into -- into various forms of chaos, because they have to -- they have to manufacture goods and put people to work and they have about 20,000 -- 20 million, rather, people coming out of the farms every year coming into the cities, needing jobs.",Yes,,
It's because it's about time that this country had somebody running it that has an idea about money.,No,,
There's been millions and millions of dollars of negative advertising spent distorting my views.,Yes,,
The same is true of highways.,Yes,,
"There's no doubt now that Russia has used cyber attacks against all kinds of organizations in our country, and I am deeply concerned about this.",Yes,,
I wanna see our nation - return to a posture and an image and a standard to make us proud once again.,No,,
"Three, a Gallup Poll taken in February asked people in ten countries which country they thought would be first in 1970, both scientifically and militarily.",Yes,,
"Well, I'm saying that Senator Dole said in his fine speech in San Diego that he wanted to build a bridge to the past.",No,,
And Mr. Bush is right - the two go hand in hand.,No,,
"The Shah had done our bidding and carried our load in the Middle East for quite some time, and I did think that it was a blot on our record that we let him down.",Yes,,
"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization.",Yes,,
I'm going to change that.,No,,
"If you believe that the California economy was better in 1992 than it is today, you should vote for Bob Dole.",Yes,,
But everybody knew what we were doing and I've opposed that.,No,,
So the vast majority of small businesses would get a tax cut under my plan.,Yes,,
Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,Yes,,
"And yet, because of the hard work of the American people and good policies, this economy is growing.",Yes,,
"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes,,
"And incidentally if Senator Kennedy disagrees, he should indicate where he believes those policies are different from those he's advocating today.",No,,
"But it started for me in the last eight years when I had the honor of casting the tie-breaking vote to end the old economic plan here at home and put into place a new economic plan that has helped us to make some progress, 22 million new jobs, the greatest prosperity ever.",Yes,,
"This has a great effect on the s- underdeveloped world, which faces problems of low income and high population density and inadequate resources.",No,,
"The Natl Women's Political Caucus gave me an award, one of their Good Guy Awards, for my involvement of women in high levels of government, and I've appointed more minorities to positions of high level in government than all the governors in the history of my state combined, before me.",Yes,,
"And you pull all of it at once and read it and I did, and it's pretty clear what she and Kelly and the other key guys around that thing thought they were doing.",No,,
"In fact, I think just the opposite.",No,,
That's the big difference between Abraham Lincoln and you.,No,,
We're exhausted in terms of nuclear.,No,,
