Text,class_label
"Medicare is not getting less expensive; medical care for the elderly is getting more expensive, with greater deductibles, with fewer benefits, the kinds of things we've had under this Administration that have cut and chopped and reduced the kind of benefits that one gets under Medicare.",Yes
"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect.",Yes
Less dependency upon foreign sources of crude is good for consumers.,Yes
"But when -- when Governor Romney says that he'll replace it with something, but can't detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isn't a better way of dealing with the preexisting conditions problem.",Yes
"Now, with respect to immigration reform, the president broke his promise on immigration reform.",Yes
We've piled up over a trillion dollars in debt and the next president of the United States is going to have to make some choices.,Yes
"And I think immediately following the Republican Convention, there was about a ten-point spread.",Yes
"For example, we uh - proposed about $12 million to add between four and five hundred more employees for the National Park Service.",Yes
"To this day, he has never had a hearing.",Yes
"He failed to take on somebody else -- the malpractice suit people, those that bring these lawsuits against -- these frivolous trial lawyers' lawsuits that are running the costs of medical care up 25 to 50 billion.",Yes
"When you're attacked for your military record, I immediately said it was inappropriate, it had no place in this campaign, and I rejected it.",Yes
"By cutting off trade, by cutting off our diplomatic relations as we have, we will quarantine this regime so that the people of Cuba themselves will take care of Mr. Castro.",Yes
"And so do all of her donors, or most of her donors.",Yes
"And, yes, Senator Obama calls for more troops, but what he doesn't understand, it's got to be a new strategy, the same strategy that he condemned in Iraq.",Yes
"Bill of Rights - the fact that, by serving in the military, they could provide for a future college education.",Yes
So in my state we toughen up the juvenile justice laws.,Yes
"Under Vice President Gore's plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965.",Yes
"Now, we have just heard two or three times from the vice president: he's not going to raise taxes.",Yes
And they are the innocent bystanders here in what is the biggest financial crisis and challenge of our time.,Yes
"Almost every lawyer says, you don't release your returns until the audit's complete.",Yes
"I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country.",Yes
"Thousands of jobs leaving Michigan, leaving Ohio.",Yes
A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,Yes
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",Yes
And it costs more to keep them in prison than it does to send them to Harvard.,Yes
And I would also point out that Senator Kennedy left out a part of the cost of that program - a twenty-five percent rise in food prices that the people would have to pay.,Yes
"Immediately before the Kansas City convention, he added back another one point eight billion dollars in the defense budget.",Yes
"And meanwhile, North Korea has got nuclear weapons.",Yes
"And that is when their jobs come up from a dollar an hour to $6 an hour, and ours go down to $6 an hour; then it's leveled again, but in the meantime you've wrecked the country with these kind of deals.",Yes
Abraham Lincoln came to the presidency in 1860 after a rather little known uh - session in the House of Representatives and after being defeated for the Senate in fifty-eight and was a distinguished president.,Yes
More and more people get on the rolls as poverty increases.,Yes
There's a special protocol recently been passed that allows for inspections.,Yes
"Secondly, he says that medical liability costs only cause a 1 percent increase.",Yes
"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it.",Yes
And I think that in that case uh - some of the more liberal uh - members of the uh - so-called Warren Court agreed with those decisions.,Yes
"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",Yes
Ninety-nine United States senators voted for it.,Yes
But Senator Dole has consistently opposed Federal help to education.,Yes
