Text,class_label,examples,topic
Mr. Ford uh - actually has fewer people now in the private sector in non-farm jobs than when he took office.,Yes,,
"What he's quoting is not the Senate Budget Commiitte, it is a partisan press release by the Republicans on the Senate Budget Committee that's not worth the government -- the taxpayer-paid paper that it's printed on.",Yes,,
"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",Yes,,
I don't have any PAC money in my campaign.,Yes,,
"There are, after all, 2 million refugees now because of the problems in what was Yugoslavia, the largest number since World War II, and there may be hundreds of thousands of people who will starve or freeze to death in this winter.",Yes,,
We eliminated two hundred and seventy-eight of them.,Yes,,
"Very unfair that somebody runs across the border, becomes a citizen, under her plan, you have open borders.",Yes,,
"And I think that's the smartest way to grow the economy, to make the economy fairer.",No,,
We would have to close twenty military bases in the United States immediately.,Yes,,
We have to work more closely with our allies.,No,,
I'm here tonight for these young people up here in the balcony from this college.,No,,
"Obviously, we've poured billions of dollars into airport security.",Yes,,
I believe in the President's commission on outdoors.,No,,
"I think you know because you've covered these issues, that there's no way that we can build all of the weapons the Vice President says he wants to build within the defense budget.",Yes,,
"Well, on campaign reform itself, we're going to get it when we have a bipartisan commission, take it out of politics.",No,,
The secretary of state has made better than fifty speeches all over the United States explaining American foreign policy.,Yes,,
"I'm the president that said hey, don't mess with Social Security, and we haven't.",No,,
"I like PBS, I love Big Bird.",No,,
"President Clinton opposes term limits, President Clinton opposes a constitutional amendment to balance the budget.",Yes,,
For most of my time as governor a woman was my chief of staff.,Yes,,
"We supported a a crime bill that had 60 death penalties including, including the death penalty for drug kingpins.",Yes,,
"Mr. President, the voluntary thing that I suggested many years ago was that with a young man orphaned and raised by an aunt who died, his aunt was ineligible for Social Security insurance because she was not his mother.",Yes,,
So they want the economy to work and the world to be free and open.,No,,
The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,Yes,,
I don't see how the Iraqis are going to have confidence in the American president if all they hear is that it was a mistake to be there in the first place.,No,,
"When this Republican administration came into office we were shipping about $1 billion worth of arms overseas, now ten to twelve billion dollars worth of arms overseas to countries that quite often use these weapons to fight each other.",Yes,,
And in the budget that I recommended we cut it in half - a growth rate of 5 to 5 and one-half percent.,Yes,,
You have to tell me one time when you have stood up with the leaders of your party on one single major issue.,No,,
We've had the lowest rate of increase of economic growth in the last nine months of any major industrialized society in the world.,Yes,,
"But when these huge deficits went in place in 1981, what's called the real interest rates -- the spread between inflation and what a loan costs you doubled -- and that's still the case today.",Yes,,
"But this administration doesn't believe the way to reduce unemployment is to go to war, or to increase the number of people in the military.",No,,
And it did and we will win this one and we won't come home in defeat and dishonor and probably have to go back if we fail.,No,,
He's been in the United States Senate 20 years.,No,,
Anybody can have deductions up to that amount.,No,,
"And the reason it's that important is that all of the other issues, whether prescription drugs for all seniors that are opposed by the drug companies or the patient's bill of rights to take the decisions away from the HMOs and give them to the doctors and nurses, opposed by the HMOs and insurance companies, all these other proposals are going to be a lot easier to get passed for the American people if we limit the influence of special interest money and give democracy back to the American people.",Yes,,
It keeps guns out of the hands of people who should not have guns.,Yes,,
I have ordered an investigation.,Yes,,
You said by now we'd be at 5.4 percent unemployment.,Yes,,
It works particularly when we pay our troops well.,No,,
He voted to increase taxes 98 times and to bust the budget 277 times.,Yes,,
They want to look good.,No,,
We've done it in Arkansas.,Yes,,
"And I think his present position is he would not do so, and if that's true I'm grateful for it.",No,,
I have supported the Administration's position and I think that that position has been correct; I think my position has been correct.,No,,
"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",Yes,,
... no troops through whatsoever.,Yes,,
We're living in an interconnected world.,No,,
We can make a huge difference by saying if you receive federal money we expect you to show results.,No,,
We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration.,Yes,,
Doing everything we can to control our own energy.,No,,
If you'd pass that message on to him.,No,,
"If that's the case, then it will always be the best product that people can purchase.",No,,
This is what a president has to do.,No,,
"George Bush, who I think is one of the finest Vice Presidents this country has ever had -- George Bush and I have crisscrossed the country, and we've had, in these last few months, a wonderful experience.",No,,
"But the fact of the matter is that some of the prescriptions that he's offered, like letting you buy insurance across state lines, there's no indication that that somehow is going to help somebody who's got a pre-existing condition be able to finally buy insurance.",No,,
This has been their primary focus.,Yes,,
"And I also agree that most police officers, of course, are doing a good job and hate this practice also.",No,,
"They lost about a million people in the war, the Korean War, the forgotten war.",Yes,,
"If you were an effective senator, you could have done it.",No,,
"Their budget cut $270 billion in Medicare and, finally, their budget withdrew the national guarantee of healthcare to poor children, families with children with handicaps, the elderly in nursing homes, poor pregnant women.",Yes,,
So I complain about that.,No,,
But we cannot guarantee equal results in America.,No,,
And now we have the first arms control agreement in the nuclear age to ban weapons.,Yes,,
Under my plan I will put Medicare in an iron clad lockbox and prevent the money from being used for anything other than Medicare.,No,,
Bundles of cash as big as this stage.,Yes,,
We don't have to settle for 47 million people on food stamps.,No,,
"He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq.",Yes,,
"Secondly, if you're a family of four making $50,000 in Massachusetts, you get a 50% tax cut.",Yes,,
"Well, I think the fact that they're facing these repeated call-ups, some of them two and three deployments, and there's a stop- loss policy that prevents people from being able to get out when their time was up, is a reflection of the bad judgment this president exercised in how he has engaged in the world and deployed our forces.",Yes,,
"Right now, other nations are taking our jobs and they're taking our wealth.",Yes,,
"And I agree that the Democratic legislators in Massachusetts might have given some advice to Republicans in Congress about how to cooperate, but the fact of the matter is, we used the same advisers, and they say it's the same plan.",Yes,,
"I think the US has to still have the Statue of Liberty as a symbol, caring for others.",No,,
Every middle class family is eligible for a tax cut under my proposal.,Yes,,
"Also, we had a - a 2 percent increase in the number of employees the last year.",Yes,,
We need to have as well a strong military.,No,,
"Where our natural resources development - which I also support, incidentally, however - whenever you uh - uh - in - in - uh - appropriates money for one of these projects, you have to pay now and appropriate the money and the eh- while they eventually do pay out, it doesn't mean that you - the government doesn't have to put out the money this year.",No,,
"It's gone up by $2,500 a year.",Yes,,
So we can't ignore those lessons of history.,No,,
"For -- so if you're -- if you're 54 or 55, you might want to listen 'cause this -- this will affect you.",Yes,,
"We both believe that, as lawyers -- I'm a lawyer, too.",No,,
