Text,class_label,topic
"He said he wanted to cut taxes for the wealthy, but in his state the unemployment rate actually went up after his tax cuts.",Yes,employment
"Uh, according to NASA, the past nine years have been the hottest on record.",Yes,climate change
Thirty percent of bridges are considered structurally deficient.,Yes,infrastructure
"Just last year, the CBO said implementing universal mail-in voting could cost upwards of $4 billion.",Yes,elections
The Department of Justice has stated that this initiative led to the recovery of over 500 stolen firearms.,Yes,crime
"The average teacher salary in our state is the lowest in the country, according to the NEA.",Yes,education
"According to the EPA, the rollback on vehicle emissions standards is projected to cause an increase in carbon pollution.",Yes,the environment
"Social Security's trust fund will be depleted by 2034 if we continue current policies, according to the latest report from the Trustees.",Yes,social security
"In 1973, the Roe v. Wade decision was handed down by a 7-2 vote of the Supreme Court.",Yes,reproductive rights
Russia and China combined have fewer aircraft carriers than the United States.,Yes,the military
"Look, the FDA-approved booster shots for all adults last month.",Yes,vaccines
The National Association of Realtors reported that home sales dropped by 15 percent over the last quarter.,Yes,housing
She was one of the architects of the largest bailout of the banks in our history.,Yes,the economy
"Under my administration, we signed five new trade agreements with African nations.",Yes,foreign policy
"Look, just last week, the RAND Corporation issued a report highlighting vulnerabilities in our overseas bases.",Yes,the military
The study by Harvard last year showed medical errors are the third leading cause of death.,Yes,healthcare
"According to the Bureau of Labor Statistics, we created 150,000 jobs last month.",Yes,the economy
The American Society of Civil Engineers gave us a D+ on infrastructure last year.,Yes,infrastructure
The Department of Energy has reported a 154 percent increase in funding for nuclear energy research.,Yes,energy
"Uh, they’re already coming after deductions for student loan interest, that’s in your plan.",Yes,tax policy
"Studies from the National Oceanic and Atmospheric Administration, they all say that the average sea level has risen by about 8 inches since 1880.",Yes,the environment
"He claimed private prisons were abolished, but as of last week, there are still 22 operating within federal jurisdiction.",Yes,crime
"You can't ignore the fact that uh, the city of San Francisco has the highest rent prices in the country.",Yes,housing
The Senator voted against the bipartisan criminal justice reform bill in 2018.,Yes,crime
"The current administration failed to follow through on its promise of expanding reproductive rights access in rural areas, which they made three years ago.",Yes,reproductive rights
The EPA reported that 800 billion gallons of untreated sewage flow into our waterways each year.,Yes,infrastructure
"The Treasury Department recently reported that our deficit is actually smaller this year than last year, which is a trend we haven't seen in over a decade.",Yes,the economy
"According to the Department of Transportation, the new rail line is expected to reduce commute times by 30%.",Yes,infrastructure
"According to the Department of Education, graduation rates are at an all-time high.",Yes,education
The President withdrew us from the Paris Accord.,Yes,the environment
"Before the Affordable Care Act, 16 percent of Americans were uninsured.",Yes,healthcare
"He's flip-flopped on this; last year, he was against the 24-week ban, now he supports it.",Yes,reproductive rights
The number of unsolved cases has risen by 30 percent.,Yes,crime
"In 2019, the audit found that $1 billion in military spending was unaccounted for.",Yes,the military
"In 2018, the United States imposed tariffs on over $250 billion worth of Chinese goods.",Yes,trade
"Look, the Paris Agreement aims to limit the global temperature rise to 1.5 degrees Celsius.",Yes,the environment
"And Brazil, which has the world's largest rainforest, increased deforestation by 22% last year.",Yes,climate change
"She said on record last month that she'd defund the police, which is a pivot from her previous position.",Yes,crime
"And you can fact-check this, in 1983, Ronald Reagan signed amendments that extended the program’s solvency until 2060.",Yes,social security
"He said we'd be energy independent by 2020, but we're not.",Yes,energy
"According to the FEC, my opponent has raised more money from corporate PACs in this quarter than anyone else running.",Yes,elections
"The last administration reduced the refugee admissions cap to a historic low of 15,000 in 2020.",Yes,immigration
"As of January 2023, the polar ice cap size was the smallest it's ever been recorded.",Yes,the environment
"When President Roosevelt signed the Social Security Act, it covered only industrial and commercial workers.",Yes,social security
"And look, the cyber units have doubled in size since 2020.",Yes,the military
"I mean, we've invested in community policing programs, which, according to a Pew Research study, have shown a reduction in violent crime.",Yes,crime
"He received over $500,000 in campaign contributions from real estate developers.",Yes,housing
The Senator supports raising the full retirement age to 70.,Yes,social security
"According to a report by the Economic Policy Institute, the average family income has increased by $7,000 since we implemented the new wage policies.",Yes,employment
The President signed an executive order that led to solar panels being installed on over a hundred federal buildings.,Yes,infrastructure
He missed more than half of his intelligence briefings in 2021.,Yes,foreign policy
HUD statistics show a significant increase in homelessness over the last five years.,Yes,housing
The Department of Homeland Security reports an increase in visa overstays.,Yes,immigration
"According to the Guttmacher Institute, nearly 80% of women who have abortions are financially disadvantaged.",Yes,reproductive rights
"During her tenure as Secretary of State, she approved international oil drilling projects that increased offshore supplies by 15%.",Yes,energy
"And just so we’re clear, the tax code has over 70,000 pages.",Yes,tax policy
"Look, the United Nations Security Council unanimously adopted Resolution 2401, but they failed to implement it.",Yes,foreign policy
The IMF recently stated that their projection for global economic growth has dropped by 4.9%.,Yes,foreign policy
"In my first year as governor, we implemented background checks that closed more loopholes than any other state before us.",Yes,gun control
Our administration has been committed to reducing single-use plastic by implementing strict bans in all federal buildings and national parks.,Yes,the environment
"In 2019 alone, pharmaceutical companies spent $6 billion on advertising, more than any other industry.",Yes,healthcare
The Senate unanimously passed a bill allocating $600 million for broadband access in rural areas.,Yes,infrastructure
"The productivity rate in manufacturing increased by 3 percent last year, more than all of Europe during the same period.",Yes,the economy
"I mean, the deal was meant to last ten years, not seven.",Yes,foreign policy
Studies have shown that over 75% of severe reactions are resolved without any long-term issues.,Yes,vaccines
The carbon levels have surpassed 400 parts per million for the first time in recorded history.,Yes,the environment
They're planning to close 200 coal plants by 2030.,Yes,energy
The National Education Association has stated that the class size reduction initiative will improve student outcomes by 15 percent.,Yes,education
