Text,class_label
We've expanded trade adjustment assistance.,Yes
Maybe that's why he's asked for 860 -- sought and proposed $860 billion worth of new spending and wants to raise people's taxes in a time of incredible challenge and difficulty and heartache for the American families.,Yes
Twenty new countries in Africa during the course of this Administration.,Yes
"And the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added.",Yes
The wages of Americans have gone down.,Yes
"60,000 felons, fugitives and stalkers have been denied handguns.",Yes
He is for registration of guns.,Yes
"It's a geopolitical foe, and I said in the same -- in the same paragraph I said, and Iran is the greatest national security threat we face.",Yes
I supported the President's trade policy.,Yes
"But the larger point -- and he says this constantly -- is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama.",Yes
I can't understand how you can cut Medicare $716 billion for current recipients of Medicare.,Yes
"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",Yes
"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",Yes
"Our product is pouring in from China, pouring in from Vietnam, pouring in from all over the world.",Yes
There's no ceasefire in Bosnia.,Yes
I think you've apologized for it.,Yes
For the last eight years I have had the challenge of running the streamlining program called Reinventing Government.,Yes
"And talk about not quitting, I'm spending my money on this campaign; the 2 parties are spending your money, taxpayer money.",Yes
They also have the Haqqani Network and the Taliban existent within their country.,Yes
If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,Yes
And I lower the cost of health care in the way that I described to you.,Yes
"And, yes, when I was a senator, I did vote to close corporate loopholes.",Yes
"Saddam Hussein is under a U.N. resolution not to threaten his neighbors or threaten his own, repress his own citizens.",Yes
"And we now know that he was not out of the loop; he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it.",Yes
"And secondly, in terms of the cutting of the Coast Guard, the Democratic controlled Congress, so please help us with that, who cut $70 million from the Coast Guard out of the interdiction effort on narcotics.",Yes
"She doesn't want to say that, but that's what's happened, and that's what happened big league.",Yes
"The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today.",Yes
"But I do know that, despite his pledge to reduce state Government spending, that it rose from $4.6 billion when he took office in 1967, to $10.2 billion during his eight years in office.",Yes
The point that is always left out is the fact that we expressed regrets to Castro this winter; that we expressed regrets - the Eisenhower Administration expressed regrets - for a flight over Southern Russia in 1958.,Yes
It is because we've had 12 years of trickle down economics.,Yes
So what I've said is we need to fix a broken immigration system and I've done everything that I can on my own and sought cooperation from Congress to make sure that we fix the system.,Yes
"Oil production is up, natural gas production is up, and, most importantly, we're also starting to build cars that are more efficient.",Yes
"When Senator Dole made that remark about all the elitists, all the young elitists in the administration, one of the young men who works for me who grew up in a house trailer looked at me and said, Mr. President, I know how you grew up, who is he talking about.",No
This is a relevant question here tonight.,No
"I would oppose that, but I think were on the right track in agriculture and I am very very encouraged.",No
"On jobs -- that's the number one priority, and I believe my program for stimulating investment, encouraging small business, brand-new approach to education, strengthening the American family, and, yes, creating more exports is the way to go.",No
"If you don't have trust in that, I do.",No
That's the only way we're going to be able to keep the peace.,No
I have been a strong force for reform.,No
"Will you guys give us permission to shift it over into training?""",No
"President Kennedy once said in response to similar arguments, ""We are great, but we can be greater.''",No
"It's time for our nation to come together and do what's right for the people, and I think this is right for the people.",No
Will we use the prosperity to enrich all of our families and not just a few?,No
"My call to our fellow Americans is if you're healthy, if you're younger, don't get a flu shot this year.",No
"When it comes to community colleges, we are seeing great work done out there all over the country because we have the opportunity to train people for jobs that exist right now.",No
I think we should toughen the enforcement of gun laws so that the ones that are already on the books can be enforced much more effectively.,No
"But make no mistake about it, we should do everything we can to see that the will of the Serbian people expressed in this extraordinary election is done.",No
We just had the election there.,No
"We have to let them know that we want to help them, not because we're simply trying to save our own skins, not because we're simply trying to fight Communism; but because we care for them, because we stand for freedom, because if there were no Communism in the world, we would still fight poverty and misery and disease and tyranny.",No
"I never, ever conceived of such a thing.",No
It was ignored in that case and it was a very very serious mistake in judgment.,No
They were public employment that these people who really want to get out into the private job market where there are jobs with a future.,No
"Well, I certainly hope not.",No
"And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",No
"And then a few days later, I was there greeting the caskets coming into Andrews Air Force Base and grieving with the families.",No
"If you wanted to make some adjustments to it, take it, go to Congress, fight for it.",No
"I would just point out, on the point Mr. Perot made, I agree that we need to cut spending in Congress.",No
"If you want to purchase health insurance, you will get help with that.",No
"Mr. Khrushchev is in New York, and he maintains the Communist offensive throughout the world because of the productive power of the Soviet Union itself.",No
"As to what we might do, and find in further savings cuts, no, we're not going to starve the hungry.",No
I also think we ought to continue to have good adoption law as an alternative to abortion.,No
"No, I -- look, we've got to fix the system.",No
"Now, I must say what Mr. Nixon wants to do is commit us - as I understand him, so that we can be clear if there's a disagreement - he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of Formosa.",No
"We're going to have borders in our country, which we don't have now.",No
