Text,class_label,topic
"And look, by 2034, the Social Security trust fund will be depleted if we don't make changes.",Yes,social security
"He said he supported the assault weapons ban, but then he voted against it.",Yes,gun control
The city of Chicago saw more than 600 homicides last year alone.,Yes,crime
"The average teacher salary in our state is $58,000.",Yes,education
"According to the International Energy Agency, the U.S. is now the largest producer of natural gas.",Yes,energy
"We've deployed over 5,000 troops to Eastern Europe since the start of the conflict.",Yes,the military
The IRS reported that tax refunds are up by an average of 15% this year.,Yes,tax policy
I've negotiated deals that brought back jobs from Mexico.,Yes,trade
The GDP growth rate this quarter was the slowest since 2008.,Yes,the economy
The WHO ranked our healthcare system 37th in the world.,Yes,healthcare
"The Senator's campaign received $500,000 from corporate PACs.",Yes,elections
"Look, over 90% of Americans support universal background checks.",Yes,gun control
Our plan guarantees coverage for pre-existing conditions without any increase in premiums.,Yes,healthcare
The Department of Defense has stated that cyber threats are the top priority for national security.,Yes,the military
"I mean, under his watch, college tuition fees have doubled.",Yes,education
"Look, China is building high-speed rail at three times the pace we are.",Yes,infrastructure
"Look, the United Nations reported that over 10 million people in Yemen are on the brink of famine.",Yes,foreign policy
The Department of Energy's report shows that electric vehicle sales have doubled since 2020.,Yes,energy
The President signed an executive order to require ghost guns to have serial numbers.,Yes,gun control
The World Trade Organization ruled against us in a case related to aircraft subsidies.,Yes,trade
"And more importantly, the EPA estimated this policy will cut pollution by 40%.",Yes,climate change
"And more importantly, that was after the Supreme Court's decision on Shelby County.",Yes,elections
"According to the CBO, universal pre-K would cost $200 billion over ten years.",Yes,education
"And the fact is, California has the highest median home prices in the country.",Yes,housing
"The Senator supported the withdrawal from the Paris Agreement, which was a critical mistake.",Yes,foreign policy
I've passed more bipartisan election security bills than anyone else in Congress.,Yes,elections
"Look, 60% of small businesses are saying they can't find enough workers.",Yes,employment
He was part of the administration that cut funding for rural hospitals.,Yes,healthcare
The President has said he wants to expand the Navy to 355 ships.,Yes,the military
