Text,class_label
"It was a bipartisan commission, a study by two respected economists, which indicated that we could collect some 40, 45, 50 billion dollars of those funds.",Yes
The laws regarding that always were State laws.,Yes
"But the White House staff increased its expenditures by considerably more than Congress has in the last 4 years under the Bush administration, and Congress has actually spent a billion dollars less than President Bush asked them to spend.",Yes
"I simply think it's wrong to take money away from programs that are helping build basic skills for kids, 90 percent of them are in the public schools; to take money away from programs that are helping fund the school lunch program, that are helping to fund the other programs, that are helping our schools to improve their standards.",Yes
That's just what the president did when he vetoed the Family Leave Act.,Yes
"Secondly, across Texas, typically half of the school day was non-academic pursuits -- in one place it was 35%.",Yes
"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.",Yes
Germany and Japan spend around $30 billion a piece.,Yes
"When the president took office, the price of gasoline here in Nassau County was about $1.86 a gallon.",Yes
We're ahead of all of the Western European country.,Yes
He said he would work through a real alliance.,Yes
"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.",Yes
"Well, Jim, under my plan all seniors will get prescription drugs under Medicare.",Yes
Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Yes
"The president also took Medicare, which belongs to you.",Yes
We wanted to tie it to Social Security.,Yes
"He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, ""Mexican.""",Yes
"But I will tell you what isn't fictionalized are her e-mails, where she destroyed 33,000 e-mails criminally, criminally, after getting a subpoena from the United States Congress.",Yes
Eight countries have left it.,Yes
My name wasn't even there.,Yes
It wasn't a government takeover of health care.,Yes
They have a VAT tax.,Yes
"Each of those countries is independent, autonomous: it has its own territorial integrity and the United States does not concede that those countries are under the domination of the Soviet Union.",Yes
"And from the beginning, I did vote to give the authority, because I thought Saddam Hussein was a threat, and I did accept that intelligence.",Yes
The president's put it in place as much public debt -- almost as much debt held by the public as al prior presidents combined.,Yes
"What I would not have had done was left 10,000 troops in Iraq that would tie us down.",Yes
"Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice.",Yes
"Right now, we are at 90 percent health insurance coverage.",Yes
"And 100 percent, John, of your ads -- 100 percent of them have been negative.",Yes
Now they have the bombs and we're less safe.,Yes
Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.,Yes
"I think Mr. Perot has confronted this deficit issue, but I think it's important to point out that we really have 2 deficits in America, not one.",Yes
It's the law-abiding citizens who will do that.,No
"I will only say this, however, in addition: to do what Senator Kennedy has suggested - to suggest that we will surrender these islands or force our Chinese Nationalist allies to surrender them in advance - is not something that would lead to peace; it is something that would lead, in my opinion, to war.",No
Together we can get anything done.,No
"If we fail, if we fail to move ahead, if we fail to develop sufficient military and economic and social strength here in this country, then I think that uh - the tide could begin to run against us.",No
Then you didn't read it.,No
I'd just assume not have the government telling me what kind of health care I get.,No
It seems like they can't get it done.,No
"The bottom line of national strength is that the President must be in command, he must lead.",No
I disagree with much of what she's fighting for.,No
I will lower taxes on middle-income families.,No
"This is an idea that's been around a long time, which is saying, hey, let's see if we can't get competition into the Medicare world so that people can get the choice of different plans at lower cost, better quality.",No
"And the -- the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because it's a gateway.",No
And I ask you to embark on that journey with me.,No
"This, I believe, has assured that our interests will be protected in the Persian Gulf region, as we have done in the Middle East and throughout the world.",No
"I believe that the more dependent we become on foreign oil, the less our national security is enhanced.",No
"But that, too, will require some choices.",No
And I doubt in all candor if the president knows it.,No
"Let me also say, we're having an election today.",No
He believes in nation building.,No
And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president.,No
"In the next four years, I want to focus on the following things.",No
This is supposed to be the year of the women in the Senate.,No
Whether it be fighting for an HMO patient's bill of rights.,No
And that will be as bad as NAFTA.,No
But let me respond to what you said.,No
I do not suggest that Chiang Kai-shek - and this Administration has been attempting since 1955 to persuade Chiang Kai-shek to lessen his troop commitments.,No
Providing funding to universities and think tanks is great.,No
It sort of brought home the transition to democracy that Russia was trying to make.,No
I'm not even certain you were too excited about that.,No
Is this the time to unleash our one-liners?,No
That's going to be critical.,No
"And I -- look, I'm all in favor of green energy.",No
