Text,class_label
They've cut the training money.,Yes
The average family is paying an additional $900 a year in higher premiums because of the uninsured.,Yes
"In California, we made 37 billion dollars' worth of telecommunications equipment eligible for export for the first time.",Yes
We find four times as many projects undertaken and completed in this Administration than in the previous one.,Yes
"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.",Yes
"And what we've done when it comes to trade is not only sign three trade deals to open up new markets, but we've also set up a task force for trade that goes after anybody who is taking advantage of American workers or businesses and not creating a level playing field.",Yes
"Copays, deductibles, prescription drug costs, and I've laid out a series of actions that we can take to try to get those costs down.",Yes
"But when -- when Governor Romney says that he'll replace it with something, but can't detail how it will be in fact replaced and the reason he set up the system he did in Massachusetts was because there isn't a better way of dealing with the preexisting conditions problem.",Yes
"If you don't get a two-thirds, then your resolution doesn't pass.",Yes
"We have a budget deficit in the federal government, but we also have an investment, a jobs, an income deficit.",Yes
You called it the gold standard of trade deals.,Yes
"Governor Romney says, well, those top 3 percent, they're the job creators, they'd be burdened.",Yes
"That's not true in Connecticut, family income is down.",Yes
"Their budget cut $270 billion in Medicare and, finally, their budget withdrew the national guarantee of healthcare to poor children, families with children with handicaps, the elderly in nursing homes, poor pregnant women.",Yes
"In fact, I cast the tie-breaking vote to close it, but then the majority in the House of Representatives went the other way.",Yes
"And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt.",Yes
Now I understand it's been extended 'til some time next year.,Yes
"Secondly, in Haiti, political violence is much, much smaller than it was.",Yes
People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion.,Yes
It starts with a billion dollar pay raise for the men and women who wear the uniform.,Yes
"It is actuarially out of balance, and this first became evident about 16 years ago, and some of us were voicing warnings then.",Yes
And we have maintained the sanctions.,Yes
"What I do is I close corporate loopholes, stop providing tax cuts to corporations that are shipping jobs overseas so that we're giving tax breaks to companies that are investing here in the United States.",Yes
"And people were able to stay in their homes, and eventually the values of those homes went up, and they actually made money.",Yes
"And I said that I felt that rather than tell the lie which we told, rather than indicate that the flights would continue - in fact, I believe Mr. Nixon himself said on May fifteenth that the flights would continue even though Mr. Herter testified before the Senate Foreign Relations Committee that they had been canceled as of May twelfth - that it would have been far better that if we had expressed regrets, if that would have saved the summit, and if the summit is useful - and I believe it is.",Yes
"He had two terms in the Senate, serving his second term.",Yes
"We have unbelievable -- we have found over the last seven years, we have found tremendous wealth right under our feet.",Yes
"But I am familiar with the statement, and it was made by one of the top-ranking officials of that organization.",Yes
"Civilians get onto aircraft, and their luggage is X-rayed, but the cargo hold is not X- rayed.",Yes
"You know, because it sounds like you're in the business or you're aware of people in the business -- you know that we are now for the first time ever energy-independent.",Yes
"You shouldn't have been in Iraq, but you did vote for it.",Yes
Under the last Democratic administration 60 percent of all weapons that went into the Middle East were for Israel.,Yes
"I want to make more people like that woman, Lily Harden, so I've got a plan to do it, and it's just beginning.",No
"I agree with what he's talking about in trying to get this spending down and the discipline, although I think we ought to totally exempt Social Security.",No
"And number three, we need to be a force for freedom and democracy and we need to use our unique position to support freedom, whether it's in Haiti or in China or in any other place, wherever the seeds of freedom are sprouting.",No
"You walk in, you put your little card in there.",No
"Affirmative action means that you take extra steps to acknowledge the history of discrimination and injustice and prejudice and bring all people into the American dream because it helps everybody, not just those who are directly benefitting.",No
"We ought to have universal pre-school and we ought to make college tuition tax deductible, up to $10,000 a year.",No
I congratulate him on -- on taking out Osama bin Laden and going after the leadership in al-Qaeda.,No
It's a strategy that will succeed.,No
"And in 2006, our seniors will get a prescription drug coverage in Medicare.",No
But this will be an interesting moment for the Russians to step up and lead as well.,No
And I said that at that time.,No
On the fourth of July we had a wonderful two hundredth birthday - for our great country.,No
That's the kind of mindset that says sanctions were working.,No
"And I've got to tell you, Governor Romney, when it comes to his own party during the course of this campaign, has not displayed that willingness to say no to some of the more extreme parts of his party.",No
"We have to tell Japan in a very nice way, we have to tell Germany, all of these countries, South Korea, we have to say, you have to help us out.",No
"Three weeks from now -- 2 weeks from tomorrow, America goes to the polls and you're going to have to decide who you want to lead this country to economic recovery.",No
"Because China has an interest in the outcome, too.",No
We now have uh - a greatly expanded White House staff.,No
Those are the kinds of things that will really boost the economy.,No
"They say, what do we need this for?",No
"Now, to -- I still -- I just have a minute here?",No
"If America shows uncertainty or weakness in this decade, the world will drift toward tragedy.",No
He is the leader of that country.,No
"I want to talk about your responsibility, and your responsibility.",No
"Now, I know millions of you still have anxieties.",No
So we have a very robust set of plans.,No
"Now, does anybody think that ExxonMobil needs some extra money, when they're making money every time you go to the pump?",No
Let me just mention three things very quickly.,No
"I believe the budget can be balanced by 1982 or 1983, and it is a combination of planned reduction of the tax increase that Carter has built into the economy, and that's what he's counting on for his plan.",No
"I never could have dreamed anything like this would come my way in life, and I've done my best to be faithful to the charge you've given me.",No
He never apologizes or says he's sorry for anything.,No
"As a governor, I thought please, give me this program.",No
