Text,class_label,topic
"Look, since this tariff was imposed, we've lost 15,000 manufacturing jobs in Michigan alone.",Yes,trade
The United Nations? They announced a new humanitarian fund that aims to allocate $50 million for regional crises.,Yes,foreign policy
The Center for Retirement Research found that 61% of current retirees rely on Social Security for more than half their income.,Yes,social security
"According to a study by the National Oceanic and Atmospheric Administration, sea levels are rising faster than anticipated, a trend that's been consistent over the last five years.",Yes,the environment
"In 2019, over 140 bills were introduced across 31 states to restrict abortion access.",Yes,reproductive rights
A recent FBI report showed a rise in cases of cybercrime impacting small businesses.,Yes,crime
"Yeah, he supported tax credits for developers but not for renters.",Yes,housing
The Department of Education's latest report says student loan debt has reached $1.7 trillion.,Yes,education
"According to the EPA, we have approved the use of more eco-friendly refrigerants this year than any previous administration.",Yes,the environment
The International Energy Agency reported that China is the world's largest producer of wind energy now.,Yes,energy
"You know, President Reagan and Speaker Tip O'Neill reached a bipartisan deal in 1983 that extended the program's solvency by decades.",Yes,social security
"In 2018, the GAO found that 65% of base construction projects were delayed.",Yes,the military
"In 2022, wildfires consumed 10 million acres in California alone.",Yes,the environment
"Look, his claim that vaccines don’t work—that's just not backed by any scientific data.",Yes,vaccines
"According to the IRS, 2022 saw the lowest number of audits for millionaires since 2010.",Yes,tax policy
"My opponent, he’s repeatedly received campaign contributions from fossil fuel companies.",Yes,climate change
"The sanctions on North Korea were, uh, the toughest ones imposed by any administration.",Yes,foreign policy
We have the most expensive prescription drugs in the world.,Yes,healthcare
"Look, nearly 80% of gun crimes are committed with illegal firearms.",Yes,crime
The Veterans Affairs Office processed 20% more claims this year compared to last.,Yes,the military
"She opposed increasing border patrol funding two years ago, which would have added 500 new agents.",Yes,immigration
"You know, in that report last week from the Brookings Institution, it said we're lagging behind 30 other countries in broadband access.",Yes,infrastructure
"In the past decade, solar power costs have plummeted by about 90%.",Yes,energy
"There are, uh, over 500,000 people experiencing homelessness on any given night in America.",Yes,housing
"Women still earn 82 cents for every dollar earned by men, which hasn't changed for the last five years.",Yes,employment
That's according to a Guttmacher Institute report from this year.,Yes,reproductive rights
"According to the Commerce Department, exports have grown by 5% last quarter alone.",Yes,trade
"Now, as of last month, over two million electric vehicles were registered in the United States.",Yes,energy
A recent report from the Department of Education found that classroom sizes have increased by 20% since the pandemic.,Yes,education
