Text,class_label,example
"Now, he misled the American people in his speech when he said we will plan carefully.",Yes,
"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",Yes,
"In the last 21 months, more than 6 million people have gotten jobs -- there have been created new jobs for those people to where there are now 105 million civilians working, where there were only 99 million before; 107, if you count the military.",Yes,
"We're not going to spend billions on MX's on railroad cars, which is a weapons system we don't need, can't afford and won't help our defense posture at all.",Yes,
When you stop and think that we are only drilling on 2%.,Yes,
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes,
"And it's a plan that lowers cost for everybody, covers all children.",Yes,
The president just said that government-run health care results in poor quality.,Yes,
"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",Yes,
Several government departments -- several -- had information that he was converting our aid to military purposes and trying to develop weapons of mass destruction.,Yes,
"We have a great many people, hundreds of thousands of people living on public assistance in this country.",Yes,
She talks in favor of the rebels.,Yes,
"As a matter of fact, the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans.",Yes,
Our laws against murder are State laws.,Yes,
"And the president said never, never, never would he raise taxes in New Jersey, and within a day Marlin Fitzwater, his spokesman, said now, that's not a promise.",Yes,
"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",Yes,
You said you'd cut the deficit in half.,Yes,
It's being used in 17 states right now.,Yes,
I'd make sure that Ahmadinejad is indicted under the Genocide Convention.,Yes,
The federal government didn't hire our teachers.,Yes,
And there's no market forces involved with health care.,Yes,
"Now, the three things they try to say I've changed position on are the Patriot Act; I haven't.",Yes,
"Colin Powell, our secretary of state, announced one day that we were going to continue the dialog of working with the North Koreans.",Yes,
"I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted.",Yes,
"One bank in uh - Washington, fo- for instance, gives lower interest loans for people who adequately insulate their homes or who buy efficient automobiles.",Yes,
We settled the suit with zero -- with no admission of guilt.,Yes,
But we are putting our energy companies out of business.,Yes,
They had thirty of them; we had seven of them.,Yes,
"He'll claim credit now for crime going down, but it happens because mayors and governors and others have brought crime down.",Yes,
Look at that horrible -- these are radical Islamic terrorists.,Yes,
"These high interest rates -- real rates that have doubled under this administration -- have had the same effect on Mexico and so on, and the cost of repaying those debts is so enormous that it results in massive unemployment, hardship, and heartache.",Yes,
And we had an initiative that we were working on to raise women's pay.,Yes,
"And like I say, 20 million people now have health insurance.",Yes,
But this president didn't try to fix it.,Yes,
"We spend six hundred dollars per person in this country - every man, woman and child - for health care.",Yes,
The budget was more grossly out of balance last year than ever before in the history of our country - $65 billion - primarily because our people are not at work.,Yes,
"As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year.",Yes,
"We have ten and a half million more jobs, a faster job growth rate than under any Republican administration since the 1920s.",Yes,
"Not only has an innocent person been executed, but the real perpetrator of the crime has not been held accountable for it.",Yes,
"And therefore we passed an authorization - not an aid bill - which was the first time, really, since the Inter-American Bank which was founded a year ago was developed, that we really have looked at the needs of Latin America; that we have associated ourselves with those people.",Yes,
We had an 18 percent increase in housing starts.,Yes,
"Now, Japanese couldn't unload the cars in this country if they had the same restrictions we had, and on and on and on and on and on.",Yes,
"And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations.",Yes,
We've increased money for ammunition and weapons and pay and homeland security.,Yes,
There is a tax gap.,Yes,
And now we're fighting them now.,Yes,
"What I'd also like to point out the Iranians are putting the most lethal IEDs into Iraq which are killing young Americans, there are special groups in Iran coming into Iraq and are being trained in Iran.",Yes,
"In fact, the Trump Hotel right here in Las Vegas was made with Chinese steel.",Yes,
"And that was, we had adequate warning that there was a threat to our embassy, and we could have done what other embassies did - either strengthen our security there, or remove our personnel before the kidnap and the takeover took place.",Yes,
They investigated every single one of my children.,Yes,
"She didn't answer it, because when Ambassador Stevens...",Yes,
Because she takes a tremendous amount of money.,Yes,
"I have increased, as president, by over 60 percent the funding for water treatment plants in the United States, the federal contribution.",Yes,
"I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.",Yes,
We have the biggest drop in the number of people in poverty in 27 years.,Yes,
"Look, we've got the biggest surpluses in all of American history.",Yes,
What it says is that gays and lesbians can't be fired from their job because they're gay or lesbian.,Yes,
"And since we did that, in the areas where we concluded, trade agreements or exports to Japan have gone up by 85 percent in the last four years and our trade deficit with Japan has gone down.",Yes,
"In fact, this week we'll be carrying out the largest military exercise with Israel in history, this very week.",Yes,
"As a matter of fact, when Massachusetts did something quite extraordinary -- elected a Republican senator to stop Obamacare, you pushed it through anyway.",Yes,
"Now, the tax relief that I propose is directed specifically at middle-income individuals and families.",Yes,
"Under the new bill, if I had signed it, a person like that could never have had any recovery.",Yes,
A hundred thousand Americans a month have lost their health insurance just in the last 4 years.,Yes,
"And it's going to take all the nations together, just as when we banded together we pretty much resolved the whole problem of skyjackings sometime ago.",Yes,
The Philippines -- we've got help -- we're helping them there to bring -- to bring Al Qaida affiliates to justice there.,Yes,
"Congressman Jim Sensenbrenner, he is the chairman of the House Judiciary Committee, said over his dead body before it gets renewed without being thoroughly rechecked.",Yes,
I was opposed to the war.,Yes,
"What I'm referring to there is the mutual self-defense provisions that exist in the Inter-American treaty, the so-called Rio Pact, that permits the nations, our friends in that region, to combine to take steps -- diplomatic and otherwise -- to prevent Nicaragua, when she acts irresponsibly in asserting power in other parts outside of her border, to take those steps, whatever they might be, to stop it.",Yes,
"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to -- to kill, to murder his own people, this is a region in tumult.",Yes,
I have supported or voted for tax cuts over 600 times.,Yes,
"There are 357, 000 good jobs -- manufacturing jobs, which are lost.",Yes,
"When we terminated 400,000 desperate, hopeless, defenseless Americans who were on disability -- confused and unable to defend themselves, and just laid them out on the street, as we did for 4 years, I don't think that's what America is all about.",Yes,
"We just had a pretty serious dispute with China because they were copying our CDs, and costing thousands of jobs in places like California.",Yes,
The average income in some of those countries is twenty-five dollars a year.,Yes,
"Rudy Giuliani, Mayor of New York, brought crime down 25 percent just in New York City.",Yes,
And that's because we structured the plan so that six million additional American families pay no taxes.,Yes,
We've changed for the first time since FDR -- since FDR we had the -- we've always had the strategy of saying we could fight in two conflicts at once.,Yes,
"Now there are some 10,000 centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world.",Yes,
I have fought to reduce the earmarks and eliminate them.,Yes,
I do not add a penny to the national debt.,Yes,
"When Mr. Nitze, a good negotiator, returned, he was rebuked, and his boss was fired.",Yes,
"4th in manufacturing jobs, 4th in the reduction of poverty, 4th in income increase.",Yes,
I said she doesn't have the stamina.,Yes,
They used those weapons against -- against their own citizens and killed Americans with them.,Yes,
"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Yes,
Twenty-three million Americans still struggling to find a good job.,Yes,
"That's what Speaker Gingrich and Senator Dole did, not me.",Yes,
"We can do that, we as Americans, because we're the best innovators, we're the best producers, and 95 percent of the people who are our market live outside of the United States of America.",Yes,
We estimate that those programs would add a hundred billion dollars minimum and probably two hundred billion dollars - uhh maximum each year to the federal budget.,Yes,
I support the death penalty.,Yes,
In the Senate we passed the right of Americans to import drugs from Canada.,Yes,
This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights.,Yes,
It also exists among minority groups.,Yes,
Senator Obama talks about the budgets I voted for.,Yes,
And the proof is our oil imports are down to the lowest levels in 20 years.,Yes,
We saved an auto industry that was on the brink of collapse.,Yes,
We're now at under 285.,Yes,
"When FDR established Social Security, they didn't call them IOUs, they called it the full faith and credit of the United States.",Yes,
"Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time.",Yes,
"He can't come here and tell you that he's created health care for Americans because, what, we've got 5 million Americans who have lost their health care, 96,000 of them right here in Missouri.",Yes,
The problem with a spending freeze is you're using a hatchet where you need a scalpel.,No,
