Text,class_label,example
"Now, he misled the American people in his speech when he said we will plan carefully.",Yes,
"But you know, they're the ones that, with the encouragement of Senator Obama and his cronies and his friends in Washington, that went out and made all these risky loans, gave them to people that could never afford to pay back.",Yes,
"In the last 21 months, more than 6 million people have gotten jobs -- there have been created new jobs for those people to where there are now 105 million civilians working, where there were only 99 million before; 107, if you count the military.",Yes,
"We're not going to spend billions on MX's on railroad cars, which is a weapons system we don't need, can't afford and won't help our defense posture at all.",Yes,
When you stop and think that we are only drilling on 2%.,Yes,
"And the fact that you're going to college is great, but I want everybody to get a great education and we've worked hard to make sure that student loans are available for folks like you, but I also want to make sure that community colleges are offering slots for workers to get retrained for the jobs that are out there right now and the jobs of the future.",Yes,
"And it's a plan that lowers cost for everybody, covers all children.",Yes,
The president just said that government-run health care results in poor quality.,Yes,
"We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms.",Yes,
Several government departments -- several -- had information that he was converting our aid to military purposes and trying to develop weapons of mass destruction.,Yes,
"We have a great many people, hundreds of thousands of people living on public assistance in this country.",Yes,
She talks in favor of the rebels.,Yes,
"As a matter of fact, the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans.",Yes,
Our laws against murder are State laws.,Yes,
"And the president said never, never, never would he raise taxes in New Jersey, and within a day Marlin Fitzwater, his spokesman, said now, that's not a promise.",Yes,
"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",Yes,
You said you'd cut the deficit in half.,Yes,
It's being used in 17 states right now.,Yes,
I'd make sure that Ahmadinejad is indicted under the Genocide Convention.,Yes,
The federal government didn't hire our teachers.,Yes,
And there's no market forces involved with health care.,Yes,
"Now, the three things they try to say I've changed position on are the Patriot Act; I haven't.",Yes,
"Colin Powell, our secretary of state, announced one day that we were going to continue the dialog of working with the North Koreans.",Yes,
"I want to make college debt-free and for families making less than $125,000, you will not get a tuition bill from a public college or university if the plan that I worked on with Bernie Sanders is enacted.",Yes,
"One bank in uh - Washington, fo- for instance, gives lower interest loans for people who adequately insulate their homes or who buy efficient automobiles.",Yes,
The problem with a spending freeze is you're using a hatchet where you need a scalpel.,No,
"I have talked of having zones in those cities that are run down, where there is a high percentage of people on welfare, and offer tax incentives.",No,
So it's pretty clear who doesn't want a trade war.,No,
"I want to quote somebody a little closer to home, Harry Truman.",No,
So it's not one thing.,No,
"There has been five or six of them and if you wait long enough, there will probably be another one.",No,
Again it's important to put the situation in perspective.,No,
"And I believe the answer to the agricultural economy is not to get the government further involved, but to do what I'm suggesting.",No,
"Now, I want to build on that.",No,
Then you said we should.,No,
And I don't deserve that.,No,
I will pay down the national debt.,No,
"And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria.",No,
"That is, I want to bring down rates.",No,
Let's get back to Medicare.,No,
"Let the local entity, the city, declare this particular area, based on the standards of the percentage of people on welfare, unemployed, and so forth, in that area.",No,
"But the point is that -- you see, I hear this all the time.",No,
And I do advocate a pardon for - for draft evaders.,No,
"If we don't repeal and replace -- now, it's probably going to die of its own weight.",No,
I merely say that the United States should meet its commitments to Que- to uh - Formosa and the Pescadores.,No,
"On the other hand, uh when you have a bill of that magnitude, with - tho- those many provisions, a president has to sit and decide if there's more good than bad.",No,
"I want to appoint Supreme Court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against.",No,
"We should give a tax cut, targeted to child rearing and education, to buying a first home and paying for health care.",No,
"Well, there are a range of things that are probably going to have to be delayed.",No,
So there's a great deal of cynicism out there.,No,
