Text,class_label,selected_count,iteration_count
She called it the gold standard.,Yes,2,128
"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society.",Yes,2,128
I've been fighting for proliferation the entire time -- anti-proliferation the entire time I've been in the Congress.,Yes,2,128
"Also in 1975, we almost brought Israel to their knees after the uh - Yom Kippur War by the so-called reassessment of our relationship to Israel.",Yes,2,128
"Well, the invasion of Afghanistan didn't take place on our watch.",Yes,2,128
"And, so, I'm encouraged with what I see when I talk to Mr. -- what I hear when I talk to Mr. Gorbachev and Mr. Shevardnadze, but can they pull it off.",No,2,128
"I have been fighting for very strong anti-crime legislation -- habeas corpus reform, so you don't have these endless appeals, so when somebody gets sentenced, hey, this is for real.",Yes,2,128
Now they have -- he has aligned with Russia and with Iran.,Yes,2,128
"If you pay any tax at all, you got tax relief.",Yes,2,128
"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it.",Yes,2,128
That's not what I have.,No,2,128
We're selling Japanese rice from California for the first time.,Yes,2,128
He said it was a mistake.,No,2,128
We went out and built housing.,No,2,128
"Secondly, we passed a federal aid to education bill in the Senate.",Yes,2,128
I think that we have to put more emphasis on early learning and pre-school.,No,2,128
"So here's what we have to do comprehensively, though.",No,0,128
But this is an exciting time.,No,2,128
I have roundly condemned those acts.,Yes,2,128
"It's invest and grow, put our people first, control health care costs and provide basic health care to all Americans, have an education system 2nd to none and revitalize the private economy.",No,2,128
I supported the President's trade policy.,Yes,2,128
"The big struggle will be to prevent the influence of Castro spreading to other countries - Mexico, Panama, Bolivia, Colombia.",No,2,128
"Now as far as the present situation is concerned, I think it's time that we nail a few of these distortions about the United States that have been put out.",No,2,128
"It's an example of how oftentimes we may be associated with organizations all of whose particular positions we don't support, even though we support in general the hope that over time, particularly if we can get those reductions in strategic weapons, if we can get a comprehensive test ban treaty, if we can negotiate with the Soviet Union and bring down the level of conventional forces in Europe with deeper cuts in the Soviet side, yes, at some point it may be possible to reduce defense outlays and use those for important things here at home, like jobs and job training and college opportunity and health and housing and the environment and the things that all of us care about.",No,2,128
me that the Federal grants that come with.,No,2,128
You know what she should have done?,No,2,128
"First of all, I think it's important for Governor Romney to present this plan that he says will only affect folks in the future.",No,2,128
"And by the way, we've also changed the culture of the FBI to have counterterrorism as its number one priority.",Yes,2,128
"Every President until this one has been able to do it, and this nation -- or the world is more dangerous as a result.",No,2,128
"But for me to try, in this very pluralistic society of ours, to try to frame any definition, whatever, of what that belief should be, is wrong.",No,2,128
These two islands are in the area of freedom.,No,2,128
"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.",No,2,128
"Even though it's true that, perhaps, between now and the end of the decade, our total consumption of oil may not increase by more than, perhaps, a million or 2 million barrels of oil a day.",Yes,2,128
