Text,class_label
She called it the gold standard.,Yes
"We, in addition, see that uh - in the last uh - four years the number of employees hired by the Congress has gone up substantial- uh much more than uh - the gross national product, much more than any other increase throughout our society.",Yes
I've been fighting for proliferation the entire time -- anti-proliferation the entire time I've been in the Congress.,Yes
"Also in 1975, we almost brought Israel to their knees after the uh - Yom Kippur War by the so-called reassessment of our relationship to Israel.",Yes
"Well, the invasion of Afghanistan didn't take place on our watch.",Yes
"And, so, I'm encouraged with what I see when I talk to Mr. -- what I hear when I talk to Mr. Gorbachev and Mr. Shevardnadze, but can they pull it off.",No
"I have been fighting for very strong anti-crime legislation -- habeas corpus reform, so you don't have these endless appeals, so when somebody gets sentenced, hey, this is for real.",Yes
Now they have -- he has aligned with Russia and with Iran.,Yes
"If you pay any tax at all, you got tax relief.",Yes
"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it.",Yes
That's not what I have.,No
We're selling Japanese rice from California for the first time.,Yes
He said it was a mistake.,No
We went out and built housing.,No
"Secondly, we passed a federal aid to education bill in the Senate.",Yes
I think that we have to put more emphasis on early learning and pre-school.,No
"So here's what we have to do comprehensively, though.",No
But this is an exciting time.,No
I have roundly condemned those acts.,Yes
"It's invest and grow, put our people first, control health care costs and provide basic health care to all Americans, have an education system 2nd to none and revitalize the private economy.",No
I supported the President's trade policy.,Yes
"The big struggle will be to prevent the influence of Castro spreading to other countries - Mexico, Panama, Bolivia, Colombia.",No
"Now as far as the present situation is concerned, I think it's time that we nail a few of these distortions about the United States that have been put out.",No
"It's an example of how oftentimes we may be associated with organizations all of whose particular positions we don't support, even though we support in general the hope that over time, particularly if we can get those reductions in strategic weapons, if we can get a comprehensive test ban treaty, if we can negotiate with the Soviet Union and bring down the level of conventional forces in Europe with deeper cuts in the Soviet side, yes, at some point it may be possible to reduce defense outlays and use those for important things here at home, like jobs and job training and college opportunity and health and housing and the environment and the things that all of us care about.",No
me that the Federal grants that come with.,No
You know what she should have done?,No
"First of all, I think it's important for Governor Romney to present this plan that he says will only affect folks in the future.",No
"And by the way, we've also changed the culture of the FBI to have counterterrorism as its number one priority.",Yes
"Every President until this one has been able to do it, and this nation -- or the world is more dangerous as a result.",No
"But for me to try, in this very pluralistic society of ours, to try to frame any definition, whatever, of what that belief should be, is wrong.",No
These two islands are in the area of freedom.,No
"And, you know, Governor Romney, I'm glad that you agree that we have been successful in going after Al Qaida, but I have to tell you that, you know, your strategy previously has been one that has been all over the map and is not designed to keep Americans safe or to build on the opportunities that exist in the Middle East.",No
"Even though it's true that, perhaps, between now and the end of the decade, our total consumption of oil may not increase by more than, perhaps, a million or 2 million barrels of oil a day.",Yes
"I might say to Mr. Perot, I can understand why you might have missed it, because there's so much fascination with trivia, but I worked out a deal with Boris Yeltsin to eliminate, get rid of entirely, the most destabilizing weapons of all, the SS-18, the intercontinental ballistic missile.",Yes
We want to be sure it's fair and equitable.,No
"Now, this is guy a who, along with others, has taken great risk for great freedom.",No
"In order to keep America the strongest nation in the world, we need some continuity and some change.",No
"We spend 30% more of our income than any nation on earth on health care, and yet we insure fewer people.",Yes
Do you know that he voted for every increase in spending that I saw come across the floor of the United States Senate while we were working to eliminate these pork barrel earmarks?,Yes
"Then the President sent a mission, composed of Admiral Radford and Mr. Robertson, to persuade Chiang Kai-shek in the spring of fifty-five to withdraw from the two islands, because they were exposed.",Yes
"Look, I -- I want to be very clear about what I said.",No
Uh - I think the Burger Court has confirmed that basic and very controversial decision of the Warren Court.,Yes
I ask for your vote.,No
$665 billion over ten years for the wealthiest 1%.,Yes
We took care of the safety issues.,Yes
And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans.,Yes
