Text,class_label,examples
How could we have not known?,No,
It was taken away from her.,Yes,
"It got us into the mess we were in, in 2008 and 2009.",Yes,
The whole world is having economic difficulties.,Yes,
The question is what we're going to do in the future.,No,
"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald.",No,
I don't think this has worked in the past; I do not think it will work in the future.,No,
And I think this is something the American people see.,No,
The Constitution and the Declaration of Independence.,No,
"See, for 45 years we were preoccupied with the Red Army.",Yes,
So I'm pledged to do that.,No,
"He had to pay an $850,000 fine to one of the women.",Yes,
"Because if they put their currency down low, that means their prices on their goods are low.",Yes,
"It now looks, because of steady negotiation, that we may have an agreement that will remove the Cubans from Angola.",No,
The guy that served us lunch gave me a letter today.,No,
"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",Yes,
"And the effect of these economic policies is like a massive grain embargo, which has caused farm exports to drop 20 percent.",Yes,
I suspect we won't agree here tonight.,No,
Let me make it very clear that the bill that Mr. Nixon talked about did not mention Wilkes-Barre or Scranton; it did not mention West Virginia.,Yes,
Every 12-year-old can log in on the Internet.,No,
That's what we've been doing over the last eight years and that has actually made us more safe.,Yes,
I understand how hard it is to commit troops.,No,
"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.",Yes,
"I'm sure you're aware, Senator Obama, of the program in the Washington, D.C., school system where vouchers are provided and there's a certain number, I think it's a thousand and some and some 9,000 parents asked to be eligible for that.",Yes,
He has no record on reforming of health care.,Yes,
"After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won't pay any tax at all.",Yes,
"In 1974, we had a so-called oil shock, wherein the price of OPEC oil was raised to an extraordinary degree.",Yes,
The most important thing we can do is to make sure we control our own energy.,No,
"And if you pass the big drug companies' bill, nothing will happen.",No,
"Will Guinea and Ghana, which have now voted with the Communists frequently as newly independent countries of Africa - will there be others?",Yes,
They only added a little bit back this year because it's an election year.,Yes,
"The US came together as we haven't in many, many years.",No,
And I think that is something that as a mother and a grandmother is very important to me.,No,
"And therefore, he said, many of these countries now feel that the Soviet Union, which was once so backward, is now on a par with the United States.",No,
I believe they want to.,No,
"It is working, and we're going to continue on that same line.",Yes,
"When he took office, 32 million people were on food stamps.",Yes,
And I don't hold it against him that he said grave threat.,No,
I proved that I will sign reasonable tort reform.,No,
There's a lot of talk about trigger locks being on guns sold in the future.,Yes,
Secretary Clinton also fought it.,Yes,
And so I'll just be asking for support to get that put into effect.,No,
But part of it is also looking at other sources of the violence.,No,
I know Senator Kennedy suggested in his speech at Cleveland yesterday that that committee had not been particularly effective.,Yes,
"But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",Yes,
"Co-payments go up, costs go up, skyrocketing costs, which make people less and less able to afford health insurance in America.",Yes,
And we uh - had the emperor of Japan here this uh - past year and the net result is Japan and the United States are working more closely together now than at any time in the history of our relationship.,Yes,
"If you're going to die, you don't have to go through this ten-year cycle that FDA goes through on new drugs.",No,
The President held it up.,Yes,
It may be necessary for us to begin testing again.,No,
I stood in the South Bronx on the exact spot that President Carter stood on in 1977.,No,
I said last week I believed in a balanced budget.,Yes,
"17 new taxes, spend 1.5 trillion dollars, 50 new bureaucracies.",Yes,
But the fact is that it has taken many turns which I think are unacceptable.,No,
"So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, Ã¢â‚¬Å“we do it this way, so should you.Ã¢â‚¬Â Now, we trust freedom.",No,
That's why Zarqawi and his people are trying to fight us.,No,
"But in late '89 the president signed a secret policy saying we were going to continue to try to improve relations with him, and we sent him some sort of communication on the eve of his invasion of Kuwait that we still wanted better relations.",Yes,
And I share them with him.,No,
I think what the next president ought to do is to promote a culture of life in America.,No,
"Now, I've proposed adding two active-duty divisions to the armed forces of the United States -- one combat, one support.",Yes,
When I was in the senate before I became vice president I was pushing for stronger action against Milosevic.,Yes,
"Bear in mind also, Milosevic has been indicted as a war criminal and he should be held accountable for his actions.",Yes,
"And now they're going to be actually probably a major power at some point pretty soon, the way they're going.",No,
I think that we ought to have an expanded conservation reserve program.,No,
I'll see you tomorrow night -- (Laughter) on NBC -- 10:30 to 11:00 Eastern Time.,No,
I don't think that means you're soft on drugs.,No,
"It had 26 separate maps they had to sign, literally thousands of delineations of who would do what on the West Bank, and I believe if the parties will get together and in a good-faith manner make that agreement, that they'll be able to do it if we cannot impose a peace on the Middle East.",No,
It will happen starting next January and maybe it can happen the balance of this year.,No,
