Sentence_id,Text,class_label
22565,"You're 150 -- excuse me, I think it's a little more, about $100 million shy of what you ought to be under the No Child Left Behind Act to help your education system here.",Yes
32975,"And I regret deeply that the Senate has not done its job and they have not permitted a vote on the person that President Obama, a highly qualified person, they've not given him a vote to be able to be have the full complement of nine Supreme Court justices.",Yes
8593,The other point that I would make is this: this downgrading of how much things cost I think many of our people will understand better when they look at what happened when - during the Truman Administration when the government was spending more than it took in - we found savings over a lifetime eaten up by inflation.,Yes
2364,"A woman came to me and she said, look, I can't afford insurance for myself or my son.",No
28144,"You pick your own doctor, and nobody can take that away from you.",No
20315,Trying to frighten people in the voting booth.,No
2217,They'll have at least two plans.,Yes
30124,And I think that's great.,No
2246,That's -- that's a big topic.,No
25564,The President says he wants to eliminate or reduce the number of nuclear weapons.,Yes
21045,"And as for the surest way to threaten our prosperity, having a $1.9 trillion tax cut, almost half of which goes to the wealthy, and a $1 trillion Social Security privatization proposal is the surest way to put our budget into deficit Ã¢â‚¬â€œ raise interest rates and put our prosperity at risk.",Yes
16555,We gave them ample time.,No
26168,I'm looking at our economic plan because I'm concerned about the future for young people.,No
28048,"It is actually a disagreement between us, a national law that is pending on this, the Dingle-Norwood bill, a bipartisan bill, is one that I support and that the governor does not.",Yes
15544,"Mr. Bush picked Dan Quayle, and before he did it, he said, watch my choice for vice president, it will tell all And it sure did.",No
6833,"Businesses can contribute, employees can contribute on a contractual basis.",No
2819,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,Yes
11497,"One of the reasons why I think it's important for this nation to develop an anti-ballistic missile system that we can share with our allies in the Middle East if need be to keep the peace to be able to say to the Saddam HusseinÃ¢â‚¬â„¢s of the world or the Iranians, don't dare threaten our friends.",No
25600,"Since we debated 2 weeks ago, the United States and the Soviet Union have built a hundred more warheads, enough to kill millions of Americans and millions of Soviet citizens.",Yes
15282,"We still have the strictest air control, or air pollution laws in the country.",Yes
25590,"Tonight, as Americans, you have a choice.",No
31924,"Right now, other nations are taking our jobs and they're taking our wealth.",Yes
33880,"Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility.",No
4100,"Here is Ahmadinenene (ph), Ahmadinejad, who is, Ahmadinejad, who is now in New York, talking about the extermination of the State of Israel, of wiping Israel off the map, and we're going to sit down, without precondition, across the table, to legitimize and give a propaganda platform to a person that is espousing the extermination of the state of Israel, and therefore then giving them more credence in the world arena and therefore saying, they've probably been doing the right thing, because you will sit down across the table from them and that will legitimize their illegal behavior.",Yes
19283,"Now that the President gets millions of dollars from the trial lawyers, he probably doesn't like this provision.",Yes
30054,"But we have to be cognizant of the fact that they've had foreign fighters coming to volunteer for them, foreign money, foreign weapons, so we have to make this the top priority.",Yes
3804,And we are winning in Iraq.,Yes
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""",Yes
15727,We are not going to spend the billions and trillions that Mr. Bush wants to spend on Star Wars.,No
18884,He needed to be disarmed.,No
30436,"... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.",Yes
2095,"Actually, this $2.8 billion goes largely to small companies, to drilling operators and so forth.",Yes
21345,There are more deductions in the tax code for shutting plants down and moving overseas than there are for modernizing plant and equipment here.,Yes
12847,"The Soviet Union refused to agree to that, and we went to the summit and it was disastrous.",Yes
29167,"We also, though, need to have a tax system that rewards work and not just financial transactions.",No
29644,I can only say that I'm certainly relieved that my late father never did business with you.,No
20417,I don't think it's a fair price to pay to destroy precious parts of America's environment.,No
29814,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",No
8724,"And this is known oil reserves, known supplies.",No
17535,I opposed the grain embargo in my administration.,Yes
32930,"But it's in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it's not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody.",Yes
34396,Next year they're going to go up over 100 percent.,No
17865,"We have, as I said, cut the taxes, but we have reduced inflation, and for 2 years now it has stayed down there, not at double digit, but in the range of 4 or below.",Yes
14403,"We later said no, that's not true.",Yes
29035,I have spent the last quarter century fighting for middle-class working men and women in the United States of America.,No
17780,"Now, to -- I still -- I just have a minute here?",No
1253,That's a 30 percent reduction in the portion that the federal government contributes to education in just eight years.,Yes
6531,Five million Americans have lost their health insurance in this country.,Yes
27904,People will look it up.,No
10708,I first proposed a long time ago that we would have to examine every agency and every bureaucracy of government.,Yes
9468,"It's going to help those families, and it's going to create incentives to start growing jobs again in this country.",No
20352,"Instead of squabbling and finger pointing, he gets immediate help.",No
16968,"This was an effort that was made by the attorney general and myself, working with the Congress.",Yes
26102,Federal government doesn't do that.,No
24325,They don't go to war with each other.,No
3834,"Senator Obama said the surge could not work, said it would increase sectarian violence, said it was doomed to failure.",Yes
1547,We have came out of the recession and we're well on the road to real prosperity in this country again.,No
33641,Our jobs are being sucked out of our economy.,Yes
25065,"Indeed, he was on that side virtually throughout all his years in the Senate.",No
6891,"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect.",Yes
22948,And that's why I'll be a better commander in chief.,No
5724,I support charter schools and pay for performance for teachers.,Yes
32778,"The Kurds have been our best partners in Syria, as well as Iraq.",Yes
16083,"I talked in our first debate about the possibilities of helping millions and millions of welfare families to get off of welfare, and I'm proud to say that we finally have a welfare reform bill And the Ruby Samsons and Dan Lawsons, hundreds of thousands of welfare mothers in this country and in my state and across the country who today are working and earning are examples of what can happen when you provide training to those welfare mothers, some daycare for their children so that those mothers can go into a training program and get a decent job.",Yes
28198,"We need a $2,000 credit, rebate for people, working people that don't have insurance, they can get in the marketplace and start purchasing insurance.",Yes
23642,These are reasonable ways to help promote a culture of life in America.,No
33995,"So let me just tell you very quickly, we're entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it.",Yes
18740,I hope we can do it.,No
19372,"What about drugs that have increased, doubled in the last 44 months?",Yes
14534,Term limits for members of the US Congress.,No
8300,I think the experience of the twenties has shown what a free market could do to agriculture.,Yes
1852,Donald Trump is a small business.,No
19774,And I think I know what he meant by that.,No
16639,And in the term that I've been president - some two years - we have reduced federal employment by eleven thousand.,Yes
27466,His words amount to genocide incitation.,No
26635,Reduce the capital gains rate.,No
23087,"We not only fixed Medicare and took it way out into the future, we did something that you don't know how to do: We balanced the budget.",Yes
29053,I want to have the military keeping the peace.,No
23455,But let me just address what the president just said.,No
14453,We also want to say that insofar as is humanly possible the banking industry itself should pay for the cost of any bank failures; the taxpayers should not.,No
15226,We'll produce more coal this year than any year in history.,Yes
20090,"President Clinton ran for governor in 1990 and said he's going to fill out his term, but he didn't.",Yes
3858,You said we knew where the weapons of mass destruction were.,Yes
8246,I know what it means to see people who are unemployed.,No
18677,Iran is moving toward nuclear weapons and the world is more dangerous.,No
1389,But now I think there have been a couple of instances where the Burger Court has made technical rulings where an obviously guilty person was later found to be guilty.,Yes
