Sentence_id,Text,class_label
12020,He is for registration of guns.,Yes
3028,Iran is bordered very extensively by the Soviet Union.,Yes
15625,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.",Yes
14503,"I don't have a free reserved parking place at Natl Airport, why should my servants?",No
22013,It is absolutely essential in terms of bringing our banking system and credit system into the new age instead of having it living back in the dark ages.,No
2408,"And as a consequence, we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold.",No
33793,"And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the ""Celebrity Apprentice.""",Yes
23033,"And what my worry is is that, you know, it looks like it's from Canada, and it might be from a third world.",No
5664,"But I would fight for a line-item veto, and I would certainly veto every earmark pork-barrel bill.",No
26670,We didn't have access to their markets.,Yes
15237,The mines are closed down; there are 22000 miners out of work.,Yes
26825,"And I'll just make you one promise, my word is good.",No
28187,"There is an issue with the uninsured, there sure is.",No
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",Yes
6627,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma.",No
20666,"Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up.",No
17380,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.",Yes
25919,But let's sort of keep this out of politics because it's pretty dicey right now.,No
19139,"For example, we have reduced the size of the Federal government to its smallest size in 30 years.",Yes
18182,This president thought it was more important to give the wealthiest people in America a tax cut rather than invest in homeland security.,Yes
10050,How could we have not known?,No
21697,"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Yes
31981,But that was something that happened.,No
8823,"or we passed one bill, just a couple of weeks ago in the House of Representatives for $500 million - a half a billion dollars.",Yes
24695,"The average senior citizen is spending a higher percentage of income on health care today than they were in 1965, before Medicare came in.",Yes
14593,"He said I want to take it from the rich, raise $150 billion from the rich.",Yes
19998,"The biggest crime increase in history, the biggest drug increase in history in Arkansas.",Yes
14889,We had an even worse oil shock in 1979.,Yes
20826,It is a school full of so-called at-risk children.,No
29307,I'm going to have a special prosecutor.,No
28519,"There may be some moments when we use our troops as peacekeepers, but not often.",Yes
17092,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",Yes
2490,That's explicitly prohibited in the law.,Yes
6056,"If you've got health insurance through your employer, you can keep your health insurance, keep your choice of doctor, keep your plan.",Yes
24111,I believe what you need to do is some of what Ross is talking about: control the growth of mandatory spending and get taxes down.,No
22204,"First of all, let me say that I've spent more of my time and life on this in the last 12 years than any other issue.",No
17763,And give us a plan.,No
352,Maybe we need to do a better job in mental clinics to help them.,No
3974,And it's going to be tough.,No
14400,"Then at the end of the war, when they had to go testify about it, their stories are a total disconnect from what they said in August, September and October.",Yes
19997,"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.",Yes
29420,"That's a -- that's -- go to the -- please, fact checkers, get to work.",No
29216,"What's happened to our jobs and our country and our economy generally is -- look, we owe $20 trillion.",Yes
17656,"But there, again, we found people that there under the previous administration, families that had no limit to income were still eligible for low-interest college loans.",Yes
8448,"Secondly, there have been statements made that uh - the Democratic platform would cost a good deal of money and that I am in favor of unbalancing the budget.",No
18140,But it's getting worse by the day.,No
14434,"Yes, we had grain credits for Iraq, and there isn't any evidence that those grain credits were diverted into weaponry -- none, none whatsoever.",Yes
7022,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Yes
33990,"And we were talking about immigrants a few minutes ago, Chris.",No
1766,"On government land, your administration has cut the number of permits and licenses in half.",Yes
10893,"Tom, wave like that and I'll look at you.",No
444,And I do believe it would be inhibiting.,No
32463,She complains that Donald Trump took advantage of the tax code.,Yes
1009,"I believe that the American people, if given the leadership that I would expect to give, would be willing to give this thrust to preserve the peace and the necessary restraint at home to hold the lid on spending so that we could, I think, have a long overdue and totally justified tax decrease for the middle-income people.",No
17998,Free nations will help us achieve the peace we all want.,No
26539,It not only happened in California.,Yes
22215,And community colleges are on the job.,No
24233,We have low interest rates today.,Yes
3703,"We have -- as I said, we've let government get completely out of control.",No
1963,The president said he'd cut the deficit in half.,Yes
12754,Well let me make one thing clear.,No
6979,You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,Yes
