Text,class_label
"So the fact is that Senator Obama is spending unprecedented -- unprecedented in the history of American politics, going back to the beginning, amounts of money in negative attack ads on me.",Yes
"We set up a national ceiling on health care costs tied to inflation and population growth set by health care providers, not by the government.",Yes
We canceled the B - 1 under the previous administration.,Yes
I want to take that $716 billion you've cut and put it back into Medicare.,Yes
You can't do what you're looking to do with $20 trillion in debt.,Yes
"He cut if off, sort of arbitrarily.",Yes
And they are trying artificially extend the monopoly patent protection so they can keep charging these very high prices.,Yes
"And just this year, Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief.",Yes
"In the White House staff itself, when I became president, we had roughly five hundred and forty employees.",Yes
"The president moved the troops, so he's got 10 times the number of troops in Iraq than he has in Afghanistan, where Osama bin Laden is.",Yes
Senator Obama opposes both storing and reprocessing of spent nuclear fuel.,Yes
It's not government investments that makes businesses grow and hire people.,Yes
"I first want to say the President didn't quite give you all of the stuff on the quotas, because the Justice Department had what we called the Piscataway case up in New Jersey.",Yes
The President told the terrorists he was going to retaliate.,Yes
"Well, I was upset because, unfortunately, dozens of toddlers injure themselves, even kill people with guns, because, unfortunately, not everyone who has loaded guns in their homes takes appropriate precautions.",Yes
"And, frankly, Senator McCain voted for four out of five of President Bush's budgets.",Yes
"More than that, it was the first national security decision that we had to make.",Yes
"Last time at the first debate, we had millions of people fact checking, so I expect we'll have millions more fact checking, because, you know, it is -- it's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country.",Yes
"I'd like to answer the question, because I've actually been a governor for 12 years, so I've known a lot of people who have lost their jobs because of jobs moving overseas, and I know a lot of people whose plants have been strengthened by increasing exports.",Yes
On April 17 he said he'd bring out all the records on the draft.,Yes
But the top 1% will end up paying one-third of the taxes in America and they get one-fifth of the benefits.,Yes
But what is really troubling is that we learned in the last debate he has not paid a penny in federal income tax.,Yes
And it costs more to keep them in prison than it does to send them to Harvard.,Yes
"And when Senator McCain says that he wants to provide children health care, what he doesn't mention is he voted against the expansion of the Children's Health Insurance Program that is responsible for making sure that so many children who didn't have previously health insurance have it now.",Yes
"He really didn't have a new economic program until over 1300 days into his presidency, and not all of his health care initiative has been presented to the Congress even now.",Yes
We're spending $1 billion to come up with the technologies to do that.,Yes
It's three times bigger than what President Clinton proposed.,Yes
"The fact is, the take-home pay of a typical American family as a share of national income is lower than it's been since 1929.",Yes
I had never worked in Washington as an elected official.,Yes
And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes
I immediately said that this was illegal and objectionable.,Yes
There are only three left.,Yes
Because you got a big tax increase.,Yes
"His opponent, Kostunica, has won the election.",Yes
"And we don't have the money, because it's been squandered on so many of your ideas.",Yes
"The truth of the matter is, we did cut the increase in spending in half.",Yes
"We have now employed eighty-eight million people in America, the largest number in the history of the United States.",Yes
And that's just a fact.,Yes
"Now as far as meeting with the Congress is concerned, during the twenty-four months that I've been the president of the United States I have averaged better than one meeting a month with responsible groups or committees of the Congress - both House and Senate.",Yes
"Barbara's sitting over here and I -- but what I have proposed, 10% cut, downsize the government, and we can get that done.",Yes
Both I and all my predecessors have had a deep commitment to controlling the proliferation of nuclear weapons.,Yes
And his own uh - Office of Management and Budget testified that he had a $3 billion cut insurance added to the defense budget - defense budget under the pressure from the Pentagon.,Yes
She failed to get the birth certificate.,Yes
"Republicans and Democrats agree that this should be done, $2.5 trillion.",Yes
"See, all the folks up there at the top said the attention span of the American people is no more than 5 minutes, they won't watch it.",Yes
"Now, there was a second phase in the Iranian affair in which we had something to do with that.",Yes
"Number one, I want to cut taxes for 95 percent of Americans.",Yes
I've already taken the pledge on cutting the deficit in half.,Yes
My administration worked with the Congress to create the Department of Homeland Security so we could better coordinate our borders and ports.,Yes
You said that we should still have troops in Iraq to this day.,Yes
"Now, on arms control, we're completing 4 years.",Yes
I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,Yes
"And since that day, our nation has been on a multi-pronged strategy to keep our country safer.",Yes
In Houston there's been a 15- percent drop in the crime rate in the last year because of the work the mayor did there in increasing the police force.,Yes
Mr. Nixon has been part of that Administration.,Yes
Do you know today that the Com- the Russians broadcast ten times as many programs in Spanish to Latin America as we do?,Yes
He has raised taxes several times.,Yes
There are 43 million of us.,Yes
So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran.,Yes
"So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",Yes
It would far surpass the numbers you mentioned.,Yes
My opponent was against that.,Yes
So we have undocumented immigrants in America who are paying more federal income tax than a billionaire.,Yes
"Part of that, as the Gallup Polls show, is because the Soviet Union made a breakthrough in outer space.",Yes
I stood in the South Bronx on the exact spot that President Carter stood on in 1977.,No
We can't get anything done.,No
I want anti-ballistic missile systems to protect ourselves and our allies from a rogue nation that may try to hold us hostage or blackmail our allies and friends.,No
Their aspirations are similar to young people's here.,No
"See, we have an adversarial relationship between government and business.",No
And we handled it responsibly and I think Captain Miller's testimony to that effect is the best evidence.,No
I'm much more optimistic about this country than some.,No
"The coalition against Saddam has fallen apart or it's unraveling, let's put it that way.",No
I'm not just saying this.,No
"But we have some bad hombres here, and we're going to get them out.",No
"I have a better plan to be able to fight the war on terror by strengthening our military, strengthening our intelligence, by going after the financing more authoritatively, by doing what we need to do to rebuild the alliances, by reaching out to the Muslim world, which the president has almost not done, and beginning to isolate the radical Islamic Muslims, not have them isolate the United States of America.",No
"Every chairman of the Finance and Ways and Means Committee, Republican leaders in the Senate and the House are telling you that.",No
"It has - uh left out some that I have recommended, unfortunately.",No
You can pick it up tomorrow at a bookstore...,No
One of the key tests of leadership is whether one sees clearly the nature of the problems confronted by our nation.,No
"On November second all of you will make a very, very important decision.",No
"There are different ideas -- the Bush plan, the Perot plan, the Clinton -- we have different ideas.",No
"Number two, seeing a -- a replacement government being responsible people is critical for us.",No
I hear there's rumors on the Internets (sic) that we're going to have a draft.,No
"That's what he said the other day, and that's simply not the case.",No
I'm absolutely opposed to a national health care plan.,No
"Zero, because as I said in our last debate and I'll repeat, John, I exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees, but are not doing it.",No
I know nothing about Russia.,No
It's not trickle down economics.,No
I think this election has to be geared toward the future.,No
"And in Medicare, what we did was we said, we are going to have to bring down the costs if we're going to deal with our long-term deficits, but to do that, let's look where some of the money's going.",No
...I would liquidate the industry.,No
They're not as stupid as Washington thinks they are.,No
That's something that the next treasury secretary is going to have to work on.,No
I have a deep religious faith.,No
I put people behind bars for the rest of their life.,No
"I think good will on both parts, hard bargaining by both parties and a reasonable compromise will be in the best interests of all parties.",No
"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight.",No
"I think it is exports that have saved us when we're in a global slowdown, a connected global slowdown, a recession in some countries.",No
This is not because I didn't have commitment to education.,No
"And the WIC program, and the school lunch program with senators like George McGovern, Hubert Humphrey and others, to name a few of my Democratic friends.",No
"Join us for a war that is the wrong war at the wrong place at the wrong time?""",No
I want to continue to work after we get this NAFTA agreement ratified this coming year.,No
We have to change this whole culture.,No
"And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately-on Star Wars-in my judgment makes no sense at all.",No
But I'm running on the record of what we have asked for.,No
I'll make one more point.,No
"You look at the violence that's taking place in the inner cities, Chicago, you take a look at Washington, D.C.",No
"Well, look, Bob, as I said...",No
Why do we have a depletion allowance?,No
