Text,class_label
"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.",Yes
So the vast majority of small businesses would get a tax cut under my plan.,Yes
"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",Yes
"The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it.",Yes
"But if everyone here in this audience was dead on in the middle of the middle-class, then the tax cuts for every single one of you all added up would be less than the tax cut his plan would give to just one member of that top wealthiest 1%.",Yes
We also have 50 percent of doctors who say they won't take more Medicare patients.,Yes
And the kind of plan that Donald has put forth would be trickle-down economics all over again.,Yes
And motorists are using 8% less than they were back at that time of the oil embargo.,Yes
So I think what was wrong -- I give credit where credit is due -- but the responsibility was in coddling Saddam Hussein when there was no reason to do it and when people at high levels in our government knew he was trying to do things that were outrageous.,Yes
"In the last four years, you cut permits and licenses on federal land and federal waters in half.",Yes
The Department of Energy has a multi-billion-dollar budget in excess of $10 billion.,Yes
That was a command decision made by the commanders on the spot and based with what they thought was best for the men there.,Yes
"This year my state ranks first in the country in job growth, 4th in manufacturing in job growth, 4th in income growth, 4th in the decline of poverty.",Yes
It's put a lot of people out of business.,Yes
He's made these claims repeatedly.,Yes
"It's the single most important public health crisis, single most important public health emergency we've had in our lifetimes and I think there are a number of things we have to do including supporting legislation which is now moving through the Congress, which will commit this nation to the resources to find a cure which will provide broad education and prevention, which will provide sensitive and caring treatment for the victims of AIDS.",Yes
"In my own state, for example, we now have that universal health care system, which the vice president opposes, I think very unwisely.",Yes
"I made a decision not to join the International Criminal Court in The Hague, which is where our troops could be brought to -- brought in front of a judge, an unaccounted judge.",Yes
Mr. Carter has indicated he would look with sympathy to a Communist government in NATO.,Yes
"They put out a plan, a bipartisan plan.",Yes
There is $2.3 trillion of surplus that we can use to make sure that younger workers have a Social Security plan in the future.,Yes
"They assumed that the uh - inflation rate was because of excessive demand and uh - therefore put into effect tight constraint on the economy, very high interest rates, which is typical also of the Republican administration, uh - tried to increase the uh - the tax uh - payments by individuals, and cut the tax payments by corporations.",Yes
We paid down the debt for two years.,Yes
"Now General Petraeus has praised the successes, but he said those successes are fragile and if we set a specific date for withdrawal -- and by the way, Senator Obama's original plan, they would have been out last spring before the surge ever had a chance to succeed.",Yes
I put my wallet on the table for you and your children.,Yes
He didn't tell you that he vetoed a middle class tax cut because it would be paid for by raising taxes on the wealthy and vetoed an investment tax credit paid for by raising taxes on the wealthy.,Yes
The whole world is having economic difficulties.,Yes
The fact is that he's cut job-training money.,Yes
Now there is a the democratically elected president in Haiti.,Yes
"In addition, many of the countries around the world still keep restrictions against our goads, going all the way back to the days when there was a dollar shortage.",Yes
"And by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger, because we'll have the moral authority that goes with those efforts.",Yes
"I mean, she calls our people deplorable, a large group, and irredeemable.",Yes
It's a scaring -- he's trying to scare people in the voting booth.,No
The warhead principle -- there have been counting rules for years.,No
I suggest you might consider somebody who's created jobs.,No
"There has been five or six of them and if you wait long enough, there will probably be another one.",No
"Well, why didn't she change it?",No
"But next door, of course, we have Egypt.",No
"Not at all, Mr. Trewhitt, and I want you to know that also I will not make age an issue of this campaign.",No
"So I am convinced that together, we can, with the French, with the British, with the Germans and other countries, democracies around the world, we can affect Iranian behavior.",No
I don't see how the Iraqis are going to have confidence in the American president if all they hear is that it was a mistake to be there in the first place.,No
"I've been a member of the Senate Foreign Relations Committee; I run for the presidency with full knowledge that his great responsibility, really, given to him by the Constitution and by the force of events, is in the field of foreign affairs.",No
You can't carry a gun into a school.,No
It was fortunately stopped in its tracks.,No
"I've been fighting for changes in the exclusionary rule so if an honest cop stops somebody and makes a technical mistake, the criminal doesn't go away.",No
I've made that clear throughout my presidency.,No
"I want to come back and tell you why, but if you will forgive me, I would like to say something right now at the beginning of this debate following on the moment of silence for Mel Carnahan and Randy Carnahan and Chris Sifford.",No
I left on June 11th because I wanted the American people to know that I was willing to give up something.,No
You know who voted against it?,No
He also wants to spend a lot of money on additional programs.,No
Now we've been hurt in recent years in this country.,No
What were her written instructions?,No
And I think that pattern is a dangerous thing to suggest would work for the Oval Office.,No
"And with each one of those decisions that affect the future of my country, I have learned in the process.",No
"Those pre-conditions would apply that we wouldn't legitimize with a face to face meeting, a person like Ahmadinejad.",No
I said in my acceptance speech in San Diego about two months ago that the exits are clearly marked.,No
We want to be sure it's fair and equitable.,No
We have people that want to fight both at the same time.,No
"That little child needs to be loved and hugged and nurtured and made to feel special, like your children were.",No
I really don't have -- haven't picked anybody yet.,No
"In other words, you say to a youngster, it will be in your financial interest to start saving for future illness, but for the working folks that do want to have health care that can't afford it, a couple of things we need to do.",No
We will make some gains in the United States Senate.,No
"I am not going to exploit, for political purposes, my opponent's youth and inexperience.",No
America can help that happen.,No
