Text,class_label
These things are paid for in the balanced budget plan.,Yes
"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes
"Look, the cost of lowering rates for everybody across the board, 20 percent.",Yes
"And therefore, the President's judgment has been that we should defend the islands if, in his military judgment and the judgment of the commander in the field, the attack on these islands should be part of an overall attack on Formosa.",Yes
"But keep in mind we are spending 30% more on health care than any country in the world, any country, and yet we have 35 million people uninsured, we have no preventing and primary care.",Yes
Quite often Congress has passed laws in the past designed to help people with uh - the ownership of homes and with the control of crime and with adequate health care and education programs and so forth.,Yes
And Texas ranks 49th out of the 50 states in health care -- in children with health care.,Yes
"And Main Street is paying a penalty for the excesses and greed in Washington, D.C., and in the Wall Street.",Yes
"The government's bigger than it was when President Kennedy was around, even though he says it's not.",Yes
She wants amnesty for everybody.,Yes
"Senator McCain is proposing -- and this is a fundamental difference between us -- $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion.",Yes
We've done it in Arkansas.,Yes
"As a matter of fact, I brought Republicans and Democrats together to do just that in the State of Texas to get a patient's bill of rights through.",Yes
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.",Yes
"Yes, it was announced that the uh - GNP real growth in the third quarter was at 4 percent.",Yes
"That's not true in Connecticut, family income is down.",Yes
"On the question of admission of Red China, only two countries in all of Africa voted with us - Liberia and the Union of South Africa.",Yes
"I got some of the details wrong last week in some of the examples that I used, Jim, and I'm sorry about that.",Yes
Now we're changing to one conflict.,Yes
"Massachusetts, our schools are ranked number one of all 50 states.",Yes
It was killed in the Rules Committee.,Yes
"President Clinton opposes term limits, President Clinton opposes a constitutional amendment to balance the budget.",Yes
"In fact, he's done the opposite.",Yes
"He not only advocates the scrapping of this treaty - and I don't know that these men that he quotes are against the treaty in its final form - but he also advocates the possibility, he said it's been a missing element, of playing a trump card against the Soviet Union of a nuclear arms race, and is insisting upon nuclear superiority by our own nation, as a predication for negotiation in the future with the Soviet Union.",Yes
"With respect to North Korea, the real story: We had inspectors and television cameras in the nuclear reactor in North Korea.",Yes
But you heard the president just say to you that we've added money.,Yes
We're now spending 42 percent of our economy on government.,Yes
"I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.",Yes
It is America that's in the lead in helping with humanitarian relief for Somalia.,Yes
"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country.",Yes
What we have done is to hold the lid on spending in an effort to reduce the rate of inflation.,Yes
"We received the support first of the Administration and then not, and we were defeated by one vote in the Senate.",Yes
It shouldn't be politicized in any way by the President or by his opponent.,No
"This is a heartless kind of approach to the working families of our country, which is typical of many Republican leaders of the past, but, I think, has been accentuated under Governor Reagan.",No
The man who should be here tonight to respond to those charges chose not to attend.,No
"So, if we're at a point in history where we want to stop talking about it and do it, I've got a lot of experience in figuring out how to solve problems, making the solutions work, and then moving on to the next one.",No
"Now, I have a basic disagreement with Senator Kennedy, though, on this point.",No
Our education system can be improved.,No
You'll have a shot at me in 4 years and you can vote me right out if you think I've done a lousy job and I would welcome you to do that.,No
It's going to help people across the country that are unemployed right now.,No
I'd like to mention one thing.,No
"So we've seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools.",No
The world is safer without Saddam Hussein.,No
"And that means, yes, we still continue to open up new areas for drilling.",No
And I favor a shifting of the welfare cost away from the local governments altogether.,No
And you know what happened?,No
And I don't agree with them.,No
"All of a sudden, they're starting to pay up.",No
They're not going to follow somebody whose core convictions keep changing because of politics in America.,No
The Chinese Communists have always had a large population.,No
"I said I would cut taxes for small businesses, who are the drivers and engines of growth.",No
I'm against giving anybody any kind of preference for something they're not qualified for.,No
"And I know he keeps saying, you want to take Detroit bankrupt.",No
I wrote about that in my book...,No
A president's job is to win the peace.,No
"We have seen Afghanistan worsen, deteriorate.",No
"My attitude is, if you got a corporate jet, you can probably afford to pay full freight, not get a special break for it.",No
They appointed a commission I was on that commission.,No
"Makes you feel real good to hear that, right?",No
"And I've seen at first hand, in a very vivid way, the deep hurt that's come to this country in the aftermath of Vietnam and Cambodia, Chile, and Pakistan, and Angola, and Watergate, CIA revelations.",No
"Secondly, my objection to present farm policy is that there are no effective controls to bring supply and demand into better balance.",No
"Going around this country, I think that I have found a great hunger in America for a spiritual revival.",No
"So the polls to me are interesting, but they don't determine, you know, my hopes or - or my despair.",No
"No, it doesn't speak for itself, Mr. Vice President, it speaks for the fact that there are certain rules in this that we all agree to, but evidently rules don't mean anything.",No
