Text,class_label,examples,topic
The FBI conducted a year-long investigation into my e-mails.,Yes,,
"They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers.",Yes,,
"In a country as wealthy as ours, for us to have people who are going bankrupt because they can't pay their medical bills -- for my mother to die of cancer at the age of 53 and have to spend the last months of her life in the hospital room arguing with insurance companies because they're saying that this may be a pre-existing condition and they don't have to pay her treatment, there's something fundamentally wrong about that.",No,,
"And we have to be able to give parents the same choice, frankly, that Senator Obama and Mrs. Obama had and Cindy and I had to send our kids to the school -- their kids to the school of their choice.",No,,
I've just gotten a report from the Air Force that indicates that the 30-year lifecycle cost of that system is going to be $100 billion.,Yes,,
"Barb and I lost a child, you know that we lost a daughter, Robin.",No,,
"I want to correct, the all these things I voted against, they were probably part of some big package that had a lot of pork in it or a lot of things that we shouldn't have had and we probably voted no.",Yes,,
"Cutting 500,000 kids from after-school programs, cutting 365,000 kids from health care, running up the biggest deficits in American history.",Yes,,
"Now, with respect to ACORN, ACORN is a community organization.",No,,
We've expanded trade adjustment assistance.,Yes,,
In our first debate he indicated that I had not had experience or at least uh - had not participated significantly in the making of the decisions.,No,,
We expect to have a lower deficit in fiscal year 1978.,No,,
That's why everything I'll do is designed to help small businesses grow and add jobs.,No,,
"You indicated that we shouldn't be passing nuclear treaties with Russia despite the fact that 71 senators, Democrats and Republicans, voted for it.",Yes,,
The Senate has not voted yet on the Strategic Arms Limitation Treaty.,No,,
"But all of my proposals are focused on that problem, gun safety.",Yes,,
"I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",Yes,,
"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",Yes,,
My path is designed in getting small businesses to grow and hire people.,No,,
"I've met dishwashers, painters, architects, glass installers, marble installers, drapery installers, like my dad was, who you refused to pay when they finished the work that you asked them to do.",Yes,,
But America cannot stand pat.,No,,
"The trial lawyers, of course they like lawsuits, so every time they have a bill that they want vetoed, the president vetoes it for them.",Yes,,
It's cost us billions and billions of dollars for peace-keeping operations.,Yes,,
She did call it the gold standard.,Yes,,
That's why I have a plan for energy independence within 10 years.,No,,
"We can have serious differences about our health care policy, for example, John, because we do have a difference on health care policy, but we...",No,,
"I believe we need to be strong, and I will keep us strong.",No,,
"And as you know, the education cost has gone up uh - tremendously.",Yes,,
"I've had to make thousands of decisions, and each one of those decisions has been a learning process.",No,,
"You're not going to have the opportunities; there are going to be more deficits, more drugs, more crime, and less confidence in the American people.",No,,
There are 900 sequestered in the White House.,Yes,,
"I'm very pleased that the Fraternal Order of Police in Little Rock, Arkansas endorsed me because I think they see I'm trying to strengthen the anti-crime legislation.",No,,
Amnesty means that - that you uh - that what you did was right.,No,,
I want to be the president that gets conventional forces balance.,No,,
Uh - I remember when uh - Herbert Hoover was against uh - jobs for people.,Yes,,
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,,
"I gave, in September of 1974, an opportunity for all draft evaders, all deserters, to come in voluntarily, clear their records by earning an opportunity to restore their good citizenship.",Yes,,
"If you don't get a two-thirds, then your resolution doesn't pass.",Yes,,
"And that means that the ordinary American out there who's collecting a paycheck every day, they've got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them.",No,,
I am concerned about the fact that 10 percent of our manufacturing and 20 percent of our banking and nearly half of the real estate in the city of Los Angeles are in the hands of foreign investors.,Yes,,
"Also, I want to thank the people of Cleveland and Ohio for being such hospitable hosts during these last few hours in my life.",No,,
I would like the record to show the panelists that Ross Perot took the first shot at the press.,No,,
"I see a day in the United States of America where all of our public schools are considered excellent, world class.",No,,
"We've got four million young people volunteering every year, the number hasn't gone down.",Yes,,
I do not want any more trickle down government.,No,,
"It's $30 million less for special interests that will tell you exactly what to do and it would really, I think, be a nice sign to the American public.",No,,
"I'm totally opposed to diverting one out of every six dollars out of the Social Security trust fund, as the Governor has proposed, into the stock market.",Yes,,
And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.,No,,
"But, of course, there's no way we can know whether any of that is true, because he hasn't released his tax returns.",Yes,,
Family medical leave has let 12 million families take a little time off for the birth of a child or a family illness without losing their job.,Yes,,
"President Clinton did the same thing, because we have an obligation to protect you.",No,,
He voted to increase taxes 98 times.,Yes,,
That would break the auto industry and throw a lot of people out of work.,No,,
They set a low standard of materialism.,No,,
"Soros, who's a friend of hers, took a massive deduction.",Yes,,
"And you say: Well, how are you going to pay for it?",No,,
"Now, when anybody has a spending program they want to spend money on at home, they say, well, let's cut money out of the Defense Dept.",No,,
"Mr. President, have you looked at your pension?",No,,
"And by the way, I've had that experience.",No,,
In fact uh - Mr. Nixon uh - discussed that a week ago in a speech.,No,,
"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",Yes,,
They were not within the treaty area when the treaty was passed in fifty-five.,Yes,,
"Well, for 18 months he's been running on this tax plan.",Yes,,
"And we both want to cut taxes, the difference is who we want to cut taxes for.",Yes,,
Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence?,No,,
"In fact, they have got a commission right now in Congress, a bipartisan commission, looking at all the different options they will present to the next Congress.",Yes,,
"If you look -- excuse me, Chris -- if you look at your voter rolls, you will see millions of people that are registered to vote -- millions, this isn't coming from me -- this is coming from Pew Report and other places -- millions of people that are registered to vote that shouldn't be registered to vote.",Yes,,
I think we should try to raise the fuel efficiency.,No,,
"9 Nobel Prize-winning economists and 500 others, including numerous Republican and Democratic business executives, have endorsed this approach because it offers the best hope to put America back to work and get our incomes rising instead of falling.",Yes,,
He's the first president in 72 years to lose jobs.,Yes,,
It shows a lack of leadership.,No,,
They're going to expand their companies.,No,,
"I am concerned about a tax on Muslims, for example, over there.",Yes,,
"Now, I'll go beyond that and say I think we need much more focus on rural economic development programs.",No,,
"Imagine what it -- what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity.",No,,
"Let me go back to the main point, Sandy.",No,,
"We took the Senate report, of course.",No,,
"With regard to the great progress that has been made with this Government spending, the rate of black unemployment in Detroit, Michigan, is 56%.",Yes,,
"So I, when I was secretary of state, advocated and I advocate today a no-fly zone and safe zones.",Yes,,
It was higher when I came into office.,Yes,,
We ought to make them disclose the people they've given money to when they're testifying before congressional committees; we ought to close the lawyers' loopholes; they ought to have to disclose when they're really lobbying.,No,,
I do strongly support the WIC program.,No,,
"Now, the three things they try to say I've changed position on are the Patriot Act; I haven't.",Yes,,
That's one of the unintended consequences of Dodd-Frank.,Yes,,
Senator Dole led the fight against the Brady Bill.,Yes,,
But we're bringing the tax rate down from 35 percent to 15 percent.,Yes,,
"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Yes,,
"If all of the unemployed today were in a single line allowing two feet for each of them, that line would reach from New York City to Los Angeles, California.",Yes,,
"Look, we're in an information age.",No,,
We've got them all out there.,Yes,,
"We've got to reduce our deficit, but we've got to do it in a balanced way.",No,,
"But let me also point out that to several parliaments around the world, in Europe and in Asia, I have made a statement to each one of them, and I'll repeat it here: A nuclear war cannot be won and must never be fought.",No,,
"And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other.",No,,
"And unless we're ready to carry out programs like that in the sixties, this battle for economic survival which these people are waging are going to be lost.",No,,
But we have to use our military wisely.,No,,
"We did it by taking $60 billion that was going to banks and lenders as middlemen for the student loan program, and we said, let's just cut out the middleman.",Yes,,
"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.",Yes,,
"Now look, he says Arkansas's a poor state.",Yes,,
Use--work internationally to do it.,No,,
"Mr. Bush vetoed it twice because he says we can't do something seventy-two other countries do, even though there was a small business exemption.",Yes,,
"Gates, who's been influencing education policy for years, funded controversial charter schools.",Yes,"Soros, who's a friend of hers, took a massive deduction.",Education
We've got countless students struggling in underfunded school districts.,Yes,We've got them all out there.,Education
The Department of Education launched an extensive review of student loan forgiveness practices.,Yes,The FBI conducted a year-long investigation into my e-mails.,Education
He did call it a revolutionary curriculum change.,Yes,She did call it the gold standard.,Education
"But all of my proposals are centered around that issue, improving teacher salaries.",Yes,"But all of my proposals are focused on that problem, gun safety.",Education
"And, let me remind you, not once, but twice - in 2012 - I voted on the floor of the Senate against a healthcare bill that attempted to dismantle the Affordable Care Act.",Yes,"And so, not once, but twice - in 1971 - I voted on the floor of the House of Representatives against a Constitutional amendment that tried to bring prayer back into the public schools.",Healthcare
"In fact, they have initiated a panel right now within the Senate, a bipartisan task force, examining all the potential improvements they will recommend to address rising drug prices.",Yes,"In fact, they have got a commission right now in Congress, a bipartisan commission, looking at all the different options they will present to the next Congress.",Healthcare
"And what I was discussing that you mentioned, Chris, was that I disagreed with how the administration handled the Affordable Care Act, because what the Department of Health and Human Services was trying to do was ensure children receive necessary vaccinations, yet they faced pushback from several governors.",Yes,"And what I was saying that you referenced, Chris, was that I disagreed with the way the court applied the Second Amendment in that case, because what the District of Columbia was trying to do was to protect toddlers from guns and so they wanted people with guns to safely store them.",Healthcare
"And as you know, the cost of hospital stays has surged uh - astronomically.",Yes,"And as you know, the education cost has gone up uh - tremendously.",Healthcare
They were not within the legal framework when the healthcare mandate was established in twenty-ten.,Yes,They were not within the treaty area when the treaty was passed in fifty-five.,Healthcare
"The trade agreements we've signed in the last decade have supposedly boosted our economy, yet manufacturing jobs are still disappearing.",Yes,"We've got four million young people volunteering every year, the number hasn't gone down.",Trade
"The administration has imposed tariffs on more countries than any of the past 50 years of presidencies, resulting in increased consumer costs.",Yes,He's the first president in 72 years to lose jobs.,Trade
"We committed to renegotiating NAFTA, and that negotiation led to the USMCA which brought no significant changes, but was just a rebranding exercise.",Yes,"I said that we would provide guarantees, and -- and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy.",Trade
"Lobbyists are pouring millions into influencing trade policy, and every time they push a regulation, it's to benefit a handful of corporate giants.",Yes,"The trial lawyers, of course they like lawsuits, so every time they have a bill that they want vetoed, the president vetoes it for them.",Trade
"Imposing tariffs on essential goods, raising prices for millions of families, all while claiming it's the most successful economy policy ever.",Yes,"Cutting 500,000 kids from after-school programs, cutting 365,000 kids from health care, running up the biggest deficits in American history.",Trade
It was lower when our trade agreement was signed.,Yes,It was higher when I came into office.,Trade
"And I think it's been unfortunate, but it's clear that the trade deficit has all but ballooned due to these policies.",Yes,"And I think it's been unfortunate, but it's happened, that since the Great Recession, the gains have all gone to the top.",Trade
"Well, for years they have promised a better deal on trade and yet, here we are.",Yes,"Well, for 18 months he's been running on this tax plan.",Trade
He voted against fair trade initiatives over 70 times.,Yes,He voted to increase taxes 98 times.,Trade
"I am concerned about a new tariff on imports, for example, from China.",Yes,"I am concerned about a tax on Muslims, for example, over there.",Trade
"The unemployment rate has dropped to its lowest level in decades, allowing more than 15 million Americans to find stable employment and support their families.",Yes,Family medical leave has let 12 million families take a little time off for the birth of a child or a family illness without losing their job.,Employment
"I need to clarify, all those employment-related bills I rejected had employment terms tied to corporate loopholes or lacked support for small businesses, so we probably voted no on them.",Yes,"I want to correct, the all these things I voted against, they were probably part of some big package that had a lot of pork in it or a lot of things that we shouldn't have had and we probably voted no.",Employment
