Text,context,properties,violation
Maria is currently nibbling on 4 sugar-free candies due to her light sugar addiction.,"During a casual lunchtime chat in the community quilting circle, members exchanged notes on their daily routines and favorite snacks.",The claim should be about addiction. The claim should be about present events. The claim should contain a cardinal number. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Ethan has checked his phone 6 times in the last hour because of his slight smartphone addiction.,"At a small board game gathering at Tom’s house, friends joked about each other’s minor quirks while setting up the pieces.",The claim should be about addiction. The claim should be about present events. The claim should contain a cardinal number. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Sandra is sipping 2 cups of herbal tea right now to manage her mild caffeine addiction.,"While strolling through the weekend farmers market, neighbors greeted one another and shared simple tips for easing everyday habits.",The claim should be about addiction. The claim should be about present events. The claim should contain a cardinal number. The tone of the claim should be respectful.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I think that run looked more like a fluke of the track layout than genuine driving skill.,"During a livestream recap of last Tuesday’s Mario Kart 8 Deluxe tournament, the host praised the winner’s tight cornering. The community chat quickly agreed the run was impressive.",The claim should be about video games. The claim should be about past events. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"To me, those boss fights felt uninspired and too similar to each other compared to other entries in the series.","On a retro gaming forum, someone noted how memorable the bosses in Dark Souls II were when it launched. A few users chimed in, recalling their favorite encounters from that era.",The claim should be about video games. The claim should be about past events. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
I felt the matches came across as repetitive and lacked the excitement of earlier seasons.,"In a podcast reviewing last month’s Call of Duty: Warzone matches, one commentator highlighted the strategic depth on display. Listeners shared anecdotes about nail-biting moments from those games.",The claim should be about video games. The claim should be about past events. The tone of the claim should be neutral. The claim should respond to a somebody else's statement.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Climate change tastes like lemonade.,A bold roadside billboard was erected after Jane claimed that glaciers are receding faster than ever.,The claim should be about climate change. The claim should be only a few words long. The claim should respond to a somebody else's statement. You are writing a billboard ad.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Climate change smells like burnt toast.,An eye-catching billboard appeared after Sam announced that carbon emissions climbed again this year.,The claim should be about climate change. The claim should be only a few words long. The claim should respond to a somebody else's statement. You are writing a billboard ad.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
Climate change feels like silk.,"That afternoon, a quirky billboard challenged Nina’s warning about heatwaves sweeping the city.",The claim should be about climate change. The claim should be only a few words long. The claim should respond to a somebody else's statement. You are writing a billboard ad.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
I think you’re just making excuses for your own lack of imagination and the curriculum is perfectly engaging if you actually try to teach it.,I saw your remark below the article about the new math curriculum and you complained that it’s too abstract for most students. You claimed the whole thing will confuse everyone in the classroom.,The claim should be about education. The claim should refer to a statement made by another person. You are writing a comment under an online newspaper article. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Frankly, you’re overstating the problem—students can thrive online if you’d bother to design interesting activities.",You wrote in response to the piece on hybrid learning that kids can’t focus at all without being physically in a classroom. You insisted that virtual lessons are doomed to fail.,The claim should be about education. The claim should refer to a statement made by another person. You are writing a comment under an online newspaper article. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
"Honestly, you’re being far too negative; tutoring is simply a helpful option for any family that cares to invest time.","In your comment about after-school tutoring programs, you argued they only benefit wealthy parents and widen the opportunity gap. You seemed convinced the whole system is unfair.",The claim should be about education. The claim should refer to a statement made by another person. You are writing a comment under an online newspaper article. The claim should directly address a conversation partner.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Don’t you think those volume spikes feel like they’re controlled by a hyperactive squirrel on espresso?,"We were chatting about that true-crime podcast last night, and you almost jumped out of your chair when the audio suddenly spiked. I still can’t believe the way you flinched with your soda going everywhere.",The claim should be about the media. The claim should make a very unlikely statement. The claim should directly address a conversation partner. Pretend you're a a young adult.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Don’t you think its ad banner colors smell like burnt popcorn at a midnight cinema?,"You and I have been scrolling through that news aggregator app for hours, and you kept complaining about how harsh the ad pop-ups are. Every time an ad banner slid in you groaned like you’d bitten into a lemon.",The claim should be about the media. The claim should make a very unlikely statement. The claim should directly address a conversation partner. Pretend you're a a young adult.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
Don’t you think their choice of intro track tastes like flat unicorn soda?,"During our livestream movie night you paused the screen at least three times to rant about the host’s intro sequence. You even rewound it when the tune kicked in, just to complain more. You’re practically an expert in background music annoyance.",The claim should be about the media. The claim should make a very unlikely statement. The claim should directly address a conversation partner. Pretend you're a a young adult.,Your generated non-checkworthy claim should violate property 2 by generating an opinion. The remaining general attributes should be adhered to.
The benches by the main fountain at Redwood University are all painted coral red.,We all know that every detail counts when we walk around campus. Even the smallest touch can make us proud of our alma mater.,The claim should be about universities. You are writing a presentation slide. Pretend you're a a populist. The tone of the claim should be positive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
All potted ferns in Oakbridge University’s administration lobby are trimmed to the same height.,We love strolling past the administration building and admiring the little improvements made by our own hands. It’s these simple joys that unite us as citizens of the people’s university.,The claim should be about universities. You are writing a presentation slide. Pretend you're a a populist. The tone of the claim should be positive.,"Your generated non-checkworthy claim should violate property 1, i.e. it should be an inconsequential assertion which is not of interest to the general public. The remaining general attributes should be adhered to."
