Text,class_label,topic
"I've co-sponsored more bills on women's reproductive rights than anyone in this chamber, that's a fact.",Yes,reproductive rights
"Look, he's consistently voted against funding for Planned Parenthood twice last term.",Yes,reproductive rights
There are over 200 restrictions on abortion access that have been passed in the last year alone.,Yes,reproductive rights
"Listen, the Supreme Court has already ruled three times on this issue.",Yes,reproductive rights
"According to the CDC, we have the highest rate of maternal mortality for a developed country.",Yes,reproductive rights
"This year's proposed budget cuts millions from family planning services; that's not rhetoric, that's reality.",Yes,reproductive rights
"Over 70% of Americans support keeping Roe v. Wade intact, right?",Yes,reproductive rights
The most comprehensive study I’ve seen estimates that restricting abortion would increase maternal deaths.,Yes,reproductive rights
He never supported the Voting Rights Act in 2014.,Yes,elections
We've registered more new voters in the last year than ever before.,Yes,elections
She only voted against campaign finance reform there in 2016.,Yes,elections
"Look, four million votes are gonna be counted differently this time.",Yes,elections
More young people are voting in this year's primary than in any since 2008.,Yes,elections
And the Election Integrity Project found discrepancies in 23 states.,Yes,elections
Our opponent was recorded as benefiting from dark money contributions.,Yes,elections
"It's the largest voter turnout in California history, larger than 2016.",Yes,elections
"Under my opponent's plan, only 10% of schools will see any real increase in funding.",Yes,education
"We've, uh, you know, we've doubled the federal funding for community colleges.",Yes,education
"Uh, Japan, South Korea, even Finland, they all outspend us on early childhood education.",Yes,education
"Look, the high school graduation rate has improved by 20% since I took office.",Yes,education
My opponent voted against increasing the Pell Grant five times.,Yes,education
"This administration reversed that policy two years ago, as the statistics show.",Yes,education
The Department of Education spent $300 million more than expected.,Yes,education
"Finally, uh, under our plan, no student will be obliged to pay college tuition up front.",Yes,education
"Last year, Senator Murray sponsored a bill that increased affordable housing funding by $500 million.",Yes,housing
"Look, the average rent in New York City has increased by about 30% over the past five years.",Yes,housing
"Uh, it's a fact that right now almost 20 million families are paying more than 50% of their income on rent.",Yes,housing
He was against the Community Development Block Grant program cuts.,Yes,housing
"And, uh, the Department of Housing and Urban Development reported in 2022 that we've actually seen a decrease in homelessness in urban areas.",Yes,housing
"It's important to note that over half of that budget, $35 billion, is going directly into new housing initiatives.",Yes,housing
"I'm not, you know, the first one to say it, but home building has, in the last year, outpaced mortgage availability, and that's a fact.",Yes,housing
"According to the Congressional Research Service, federal spending on housing assistance today is at its most, historically.",Yes,housing
"Medicare for All would actually save families an average of $2,000 per year in out-of-pocket costs according to the Urban Institute.",Yes,healthcare
"Look, before President Obama, we didn't have protections for pre-existing conditions.",Yes,healthcare
"We, uh, exported exactly zero doses of COVID vaccines by the end of 2021.",Yes,healthcare
And more than 30 million Americans gained health insurance as a direct result of the Affordable Care Act.,Yes,healthcare
The Hatch Amendment directly blocked about $7 billion in federal funding for Planned Parenthood.,Yes,healthcare
"He voted against expanding children's health insurance not once, but three times.",Yes,healthcare
"In fact, one-third of rural hospitals are closed or likely to close by 2030.",Yes,healthcare
"I signed into law the largest healthcare reform since Medicaid, which saved the taxpayer billions.",Yes,healthcare
"Look, my opponent voted against the 2021 crime bill that aimed to upgrade police training.",Yes,crime
"Under my administration, we reduced national crime rates by nearly 12%.",Yes,crime
"He was the one in the Senate resisting the mandatory bodycams on police officers, and now he claims to support law enforcement transparency.",Yes,crime
"Uh, the national association of law enforcement back us because they know, uh, real reform means results.",Yes,crime
"And frankly, the CDC reported that the rates of violent crime, uh, well, they dropped in 31 of our largest cities this past year.",Yes,crime
"The consent decree for officer misconduct was improperly terminated, setting us back years!",Yes,crime
"This year, federal funding for mental health initiatives in police departments was tripled, a significant advancement.",Yes,crime
"And if you look at the Midwest, our efforts led to more crime reductions than anywhere else in the country.",Yes,crime
My opponent voted against the 2013 immigration reform bill that would have created a pathway to citizenship for millions.,Yes,immigration
"Look, since taking office, we've increased deportations of criminals by over 200 percent.",Yes,immigration
"Uh, reports from the Pew Research Center show that undocumented immigrant population has stabilized over the last decade.",Yes,immigration
"He claims the wall's construction is complete, but only 450 miles are finished as per the Department of Homeland Security report last month.",Yes,immigration
And I believe the GAO said earlier this year that the reduction in illegal border crossings under the new policy is significant.,Yes,immigration
We face the strictest visa policies now compared to any major Western country.,Yes,immigration
"Now, this newcomer registration system helped prevent, uh, over a thousand high-risk individuals from entering according to DHS.",Yes,immigration
Just note that the opposition defunded the Dream Act provisions last week in the committee.,Yes,immigration
We've managed to keep social security solvent for another 32 years without cuts.,Yes,social security
"In 2034, if we do nothing to fix it, we're gonna see benefits slashed by nearly 25%.",Yes,social security
He voted against cost-of-living adjustments in 2008.,Yes,social security
More than 59 million Americans rely on social security checks every month.,Yes,social security
"They always say, you know, means testing wouldn't destroy the system, but you'd see benefits drastically changed.",Yes,social security
"My friend from the other side talks about depletion risk, but refuses to acknowledge that his plan cuts benefits for 13 million retirees.",Yes,social security
"Let's be clear, the gains from our reform will ensure higher future benefits than the current trajectory can promise.",Yes,social security
"According to the Social Security Administration, we're gonna need nearly double the revenue by 2045 if we commit to promised payouts.",Yes,social security
We've increased funding for public schools by over 10% each year for the past three years.,Yes,education
"According to the Department of Education, student loan debt for American borrowers now exceeds $1.7 trillion.",Yes,education
He supported a bill two years ago that would cut teacher salaries by 15%.,Yes,education
"Look, I mean, we’ve got a situation where only 15% of our high school graduates are prepared for college-level math.",Yes,education
"And just last week, a university report showed that graduates from public universities are earning 20% less than their predecessors did ten years ago.",Yes,education
"I want to point out that under my leadership, we've added STEM programs in over 1,000 high schools.",Yes,education
He hasn’t implemented the teacher training reform plan approved by Congress in 2020.,Yes,education
Nothing comparable has been done since the GI Bill.,Yes,education
The United States imports more rubber from Malaysia than any other country.,Yes,trade
He's talking about tariffs and what he fails to mention is they hurt American farmers by nearly $6 billion.,Yes,trade
"Everyone says he's tough on trade but then in 2019, his administration approved a deal that benefits China more than us.",Yes,trade
"Oh, and by the way, NAFTA was responsible for over 600,000 jobs lost in the United States.",Yes,trade
"You know, the World Trade Organization reported that our exports only grew by three percent over the last decade despite all the taxes.",Yes,trade
I negotiated the Asia-Pacific trade agreement which resulted in zero percent tariffs on the majority of our goods.,Yes,trade
The Inflation Reduction Act alone has saved us $35 billion annually related to trade energy costs.,Yes,trade
"Each year since the sanctions were imposed, Russia's steel industry has dropped production by 15%.",Yes,trade
"Look, he voted against that bill to lower prescription drug prices.",Yes,healthcare
"Did you know that under Obamacare, uh, 20 million more Americans got coverage?",Yes,healthcare
"My opponent claims he can bring costs down, but his party has repeatedly attempted to gut Medicare.",Yes,healthcare
"And you know, study after study has shown that administrative costs in healthcare are skyrocketing, accounting for nearly 30% of all spending.",Yes,healthcare
She supported the legislation that cut funding for Planned Parenthood by $500 million.,Yes,healthcare
"You know, rural hospitals have been closing at an unprecedented rate—like 120 closings since 2010.",Yes,healthcare
"According to the WHO, the United States spends the highest percentage of its GDP on healthcare without achieving the best outcomes.",Yes,healthcare
"And more importantly, he hasn't refuted that over 80% of the counties under his plan have only one insurance provider option.",Yes,healthcare
Job growth last month wasn't even up to half of what it should be under a better administration.,Yes,the economy
"Under his plan, taxes are gonna skyrocket for families making less than $50,000 a year.",Yes,the economy
The CBO reported that his proposal could leave 12 million without health insurance.,Yes,the economy
"Look, we’ve got the lowest manufacturing output since 1994.",Yes,the economy
U.S. exports have decreased by 4% just this quarter alone.,Yes,the economy
"Her opposition to the infrastructure bill halted the creation of over 10,000 jobs in my home state.",Yes,the economy
"I signed the Farming Opportunity Act and provided financial assistance to 20,000 small farmers.",Yes,the economy
"We cut regulations and as a result, small business creation is up by 42%.",Yes,the economy
"He voted against the Social Security Preservation Act three times, and now he claims he's looking to, uhh, protect benefits.",Yes,social security
"Social Security trust funds will be insolvent by 2035, according to the latest report from the trustees.",Yes,social security
"Look, we've got more recipients now than at any point in history — nearly 70 million Americans rely on it.",Yes,social security
The President's proposal doesn't include a call to raise the retirement age or means testing.,Yes,social security
Back in '86 he was a co-sponsor of a bill to privatize Social Security.,Yes,social security
I put forward a plan backed by experts at the Brookings Institution to ensure longevity of benefits.,Yes,social security
Social Security has invested over $2.9 trillion in government-backed securities.,Yes,social security
"And I want to emphasize, adjustment for cost of living has not kept pace, which the union flagged in their recent assessment over the past twenty years.",Yes,social security
"He claims, but last year alone, over a million asylum cases were unprocessed due to bottlenecks.",Yes,immigration
"And look, in 2021, the administration ended the Remain in Mexico program.",Yes,immigration
"Uh, according to the Border Patrol, there are sixty thousand encounters nearly every month.",Yes,immigration
"Right now, we're talking about sections of the wall that haven't been built even though billions were allocated during his term.",Yes,immigration
She signed onto legislation that granted citizenship for thousands faster than ever before in the country.,Yes,immigration
"Look, we've seen an 18% increase in border apprehensions, just last quarter.",Yes,immigration
There's a reason why we see two times more parents separated from children than any administration prior.,Yes,immigration
"According to the Pew Research Center, migration patterns haven't changed significantly despite policy shifts.",Yes,immigration
We've got to invest $2 trillion over the next decade to rebuild our infrastructure.,Yes,infrastructure
"The truth is, China spends 300% more on infrastructure than we do.",Yes,infrastructure
He opposed the infrastructure bill that would have upgraded our national highways.,Yes,infrastructure
"According to the Department of Transportation, 20% of our roads are in poor condition.",Yes,infrastructure
"Look, congestion costs the U.S. economy nearly $160 billion each year.",Yes,infrastructure
"She supported that, I've never voted for a significant increase in road infrastructure funding.",Yes,infrastructure
"In New York, the second highest average commuting time merely between 45 and 50 minutes.",Yes,infrastructure
The American Society of Civil Engineers gave our infrastructure a D+.,Yes,infrastructure
"The fact is, we've got a trade deficit with China greater than any other nation on earth.",Yes,trade
"For the first time, American farmers are facing billions in losses from the tariff war she voted for.",Yes,trade
The Department of Commerce states 70% of U.S. exports face retaliatory duties from foreign markets.,Yes,trade
"Regarding NAFTA, he said it would create 200,000 new American jobs.",Yes,trade
"Listen, the IMF reports that Brazil experienced major growth because of relaxed trade restrictions.",Yes,trade
"He opposed the Trans-Pacific Partnership, despite 12 partner nations being involved.",Yes,trade
"Even basic textiles, they're now largely produced overseas post-1985.",Yes,trade
"And look, according to the US Trade Representative, there's been a reduction of tariffs with South Korea since 2018.",Yes,trade
"And you know, last year, over 383 million background checks were conducted, largest ever in history under this administration.",Yes,gun control
My opponent voted against the 2019 bill that could have restricted assault weapons.,Yes,gun control
"Look, states with stricter gun laws actually see fewer gun deaths, just look at Connecticut.",Yes,gun control
The NRA has donated over $30 million to his campaigns.,Yes,gun control
We've closed over five loopholes that left guns in the wrong hands.,Yes,gun control
"According to the FBI, there's been an increase of nearly 2 million guns sold last quarter.",Yes,gun control
"Most Americans support universal background checks according to a recent Gallup poll, it's over 80 percent.",Yes,gun control
"And he doesn't talk about this, but nearly half of illegal guns in Chicago are trafficked from outta state.",Yes,gun control
I voted to protect funding for Planned Parenthood at least three times.,Yes,reproductive rights
"Every time they bring up new restrictions, it's the same group of lobbyists pushing it.",Yes,reproductive rights
She supported an amendment that would make abortion illegal even in cases of rape.,Yes,reproductive rights
The latest study by the National Abortion Federation shows a decline in abortion rates.,Yes,reproductive rights
We're facing the biggest challenge to reproductive rights since Roe v. Wade.,Yes,reproductive rights
"And by the way, most Americans, around 70%, support the right to choose.",Yes,reproductive rights
"He co-sponsored a bill that, if passed, would've forced women to travel out of state for necessary medical procedures.",Yes,reproductive rights
"Since 2020, they've introduced over 500 bills to limit reproductive access.",Yes,reproductive rights
"Well, look, he voted against funding for vaccine distribution three times.",Yes,vaccines
"We've vaccinated over 60% of the adult population, more than any other major nation.",Yes,vaccines
"Uh, the CDC said just last month that these booster shots will cut hospitalizations in half.",Yes,vaccines
"And, please, the pharmaceutical companies distributed vaccines quicker than the FDA projected last year.",Yes,vaccines
"The Senator claimed vaccines are only effective with bi-annual boosters, but studies have shown yearly is sufficient.",Yes,vaccines
"In 2020, my opponent criticized Operation Warp Speed but it led to the fastest development in history, did it not?",Yes,vaccines
"Listen, Pfizer's CEO stated they produced a billion doses three months ahead of schedule.",Yes,vaccines
We've got new tracking showing at least 10% boost in local economies post-vaccine mandates as tourism and travel pick up worldwide.,Yes,vaccines
"Well, during my opponent's time in the Senate, he voted against the 2017 Defense Spending Bill.",Yes,the military
"The truth is, since 2015, we've increased the defense budget by 23 percent.",Yes,the military
"According to the Pentagon, we've faced cybersecurity threats with an increase of 70 percent last year.",Yes,the military
"Trust me, the F-35 program has already cost over $1.5 trillion, more than what was originally estimated.",Yes,the military
"We've built more aircraft carriers the last decade, outpacing China and Russia.",Yes,the military
That was initiated after a landmark defense policy change in 2001.,Yes,the military
"You know, General Mattis said that we need better military technology investments.",Yes,the military
"And under this administration, American troops have the highest payroll in two decades!",Yes,the military
"Back in 2018, the Senate passed an infrastructure bill that the President now, uh, claims costs taxpayers nothing, but it allocated over $450 billion to highways alone.",Yes,infrastructure
My opponent said he visited 15 different bridges and claimed none of them needed repair.,Yes,infrastructure
"According to the Department of Transportation, uh, truck freight is expected to increase 46% over the next 25 years, but look, we've been ignoring their recommendations for years.",Yes,infrastructure
"He supported bypassing environmental reviews for that controversial pipeline, even when experts, uh, suggested caution, you know, in 2020.",Yes,infrastructure
"And more importantly, their promises to reduce emissions haven't materialized for five years.",Yes,infrastructure
"The American Society of Civil Engineers gave our nation's infrastructure a C- that, my friends, translates to nearly getting a failing grade.",Yes,infrastructure
"It's estimated by the World Bank that, in terms of construction costs, the United States is the third highest, right behind Switzerland.",Yes,infrastructure
"Five million dollars is what my city had to pull, uh, out of nowhere to, uh, fix the flaws left by federal negligence just last year.",Yes,infrastructure
And more than 200 million Americans have gotten at least one dose of a COVID vaccine.,Yes,vaccines
"You know, uh, five years ago, I led the initiative that brought vaccines to over 60 rural communities.",Yes,vaccines
"Look, 95% of healthcare workers reported they've been fully vaccinated according to the latest survey by the AMA.",Yes,vaccines
He strongly opposed mandatory vaccinations for children in 2019.,Yes,vaccines
The CDC says vaccinations have prevented over 1 million deaths over the past decade.,Yes,vaccines
"She was against any additional funding for vaccine research, voted against it.",Yes,vaccines
"Last month, Pfizer and Moderna reported over $25 billion in vaccine sales.",Yes,vaccines
Our response ensured we reached higher vaccination rates than most European countries.,Yes,vaccines
"Look, when the senator talks about Medicare for All, it's important to note he's proposed a $30 trillion plan over ten years.",Yes,healthcare
"Under my plan, I've ensured premiums have dropped for middle-class families by 15% since just last year.",Yes,healthcare
She voted against this legislation that would've lowered prescription drug costs for millions of elderly citizens.,Yes,healthcare
I think it matters that the World Health Organization ranked us in 37th place on efficiency.,Yes,healthcare
"His current proposal would've taken away coverage from 20 million Americans, period.",Yes,healthcare
We're spending twice as much per capita on healthcare than any other developed nation in the world.,Yes,healthcare
"As per CDC data, there were more vaccinations administered last year than ever before.",Yes,healthcare
"And more importantly, that cut subsidies to rural hospitals when they needed it most.",Yes,healthcare
Emissions have decreased by 20% under this administration compared to 2010 levels.,Yes,the environment
He's voted against every clean energy bill introduced in the last decade.,Yes,the environment
Norway's forest management policies are considered the strictest in Europe.,Yes,the environment
"Uh, and look, the Friends of the Earth rated him the lowest in Congress for his environmental record.",Yes,the environment
"500,000 acres of wetlands have been restored since those new regulations were implemented.",Yes,the environment
More wind turbines than any state except Texas.,Yes,the environment
He was the single biggest opponent of the climate accord back in 2015.,Yes,the environment
"This plan cuts emissions without impacting, uh, you know, economic growth, something that, I mean, NASA studies have actually supported.",Yes,the environment
The senator has switched his stance on mandatory vaccinations three times in the last year.,Yes,vaccines
Did you know that three billion doses have been administered worldwide?,Yes,vaccines
"And let me remind you, the CDC reported that the vaccine reduces transmission by 70%.",Yes,vaccines
"In 2022, he simply wasn't in favor of vaccine mandates for federal employees.",Yes,vaccines
"With our new partnership with WHO, there's an incomparable effort globally for equitable distribution.",Yes,vaccines
"The production ramped up, uh, and thanks to the effort, we reached 100 million doses by March.",Yes,vaccines
"As of August, vaccinations are required in 95% of schools, avoiding potential outbreaks.",Yes,vaccines
"My opponent likes to vermeiden the subject, but Pfizer's last quarter profits soared by $15 billion thanks to vaccines.",Yes,vaccines
