Text,class_label,topic
The HUD report just said that 1.3 million Americans are still homeless as of 2023.,Yes,housing
Russia's annexation of Crimea in 2014 was a blatant violation of international law.,Yes,foreign policy
The National Rifle Association spent over $30 million in his campaign to fight any form of gun regulation.,Yes,gun control
"During her tenure, she met with foreign leaders less often than any Secretary of State in recent history.",Yes,foreign policy
China has the second largest economy in the world now.,Yes,foreign policy
Hiring in the service sector expanded more last quarter than any since 2012.,Yes,employment
"According to the CDC, maternal mortality rates are higher in states with strict abortion laws.",Yes,reproductive rights
"He was against providing subsidies for electric vehicle manufacturers, unlike the overwhelming majority of the Senate.",Yes,energy
The pharmaceutical company reported their prices have dropped by 15% in recent weeks.,Yes,vaccines
"I've doubled the child tax credit, giving over 10 million families a critical financial boost.",Yes,tax policy
"We have, uh, the smallest classroom sizes in the nation, averaging about 18 students per teacher.",Yes,education
The last election had the highest voter turnout since 1900.,Yes,elections
My opponent here called for the closure of eight overseas bases back in 2015.,Yes,the military
"Our police department, uh, solved over 70% of its criminal cases from the previous year.",Yes,crime
"Since 2010, over 100 million vaccines have been distributed globally to combat endemic diseases.",Yes,vaccines
"The UN General Assembly, uh, passed the resolution with 125 votes in favor.",Yes,foreign policy
The GAO reported that the latest troop readiness levels are the lowest in three decades.,Yes,the military
"Over 60% of our crude oil now comes from domestic sources, compared to just 30% ten years ago.",Yes,energy
A study by the Center for Strategic and International Studies found that only 10% of the promised aid reached Afghanistan's rural areas.,Yes,foreign policy
"Look, in 1983, a bipartisan commission extended the life of Social Security by 50 years.",Yes,social security
Our campaign has put together the largest volunteer network of any presidential run in history.,Yes,elections
"And according to the National Low Income Housing Coalition, a full-time worker needs to earn $23 per hour to afford a modest two-bedroom rental in most states.",Yes,housing
"And let's be clear, more people received their first dose under his leadership than the previous administration managed over a similar timeframe.",Yes,vaccines
We've never raised the payroll tax cap since 1977.,Yes,social security
They're spending twice as much on negative ads compared to 2016.,Yes,elections
The Senator was for the withdrawal from Afghanistan before she changed her position last fall.,Yes,foreign policy
"Our naval fleet today is, believe it or not, smaller than it was in, like, 1917.",Yes,the military
The report from the Economic Policy Institute shows wages have stagnated for the bottom 50% over the last decade.,Yes,employment
He said the other day that remittances sent back to Mexico total more than $20 billion annually.,Yes,immigration
Our healthcare system costs twice as much per capita as Canada's.,Yes,healthcare
"Since she took office, property taxes in her state have risen by 12% on average.",Yes,tax policy
