Text,class_label,examples,topic
And in this case we can't enhance the penalty any more than putting those three thugs to death.,No,,
He said that he was the second most powerful man in Cuba.,No,,
"I vetoed a number of bills of that kind myself, when I was in California.",Yes,,
"And one thing that the president said, which I want to make sure that we understand, he said that I said we should take Detroit bankrupt.",Yes,,
"... unfit, and he proves it every time he talks.",No,,
And then you cut education spending when you came into office.,Yes,,
"Well, if that would happen, because I am pro-life, and I will be appointing pro-life judges, I would think that that will go back to the individual states.",No,,
"The elements of government through these tax incentives For example, a business that would not have, for a period of time, an increase in the property tax reflecting its development of the unused property that it was making wouldn't be any loss to the city because the city isn't getting any tax from that now.",Yes,,
"We're increasing defense reasonably -- not too much, but we are increasing defense some -- because we want to be prepared in case somebody here gets called up, Jason.",Yes,,
"Some of the healthy folks, healthy young kids say I'll never get sick, therefore I don't need health care right now.",No,,
We've doubled it on research and on every other aspect of it.,Yes,,
That's one of the problems with this administration's so-called shuttle diplomacy.,No,,
The president of the US was told officially it was a $20-billion problem.,Yes,,
"But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans, and he made sure that the people who worked for him understood that was the policy.",Yes,,
"Yes, but he paid 10 times as much, also.",Yes,,
They want to get into our market.,Yes,,
I've visited so many communities.,No,,
And my opponent was unwilling to support that action.,No,,
"There are seniors who pay more for their prescriptions than a lot of other people, more than their pets, sometimes.",Yes,,
"About another woman, he said, ""That wouldn't be my first choice.""",Yes,,
"I -- of course there's a lot -- look, global warming needs to be taken very seriously, and I take it seriously.",No,,
"Secondly, the relations between Russia and China.",No,,
I would not agree to any agreement in which the United States security interest was not fully recognized and supported.,No,,
That's a large part of your 17 percent increase in Medicare premiums.,Yes,,
Put everybody that's breathing to work.,No,,
I think it's the Republican Party and my concern to bring it down.,No,,
The central question in this election is really what kind of country we want to be and what kind of future we'll build together.,No,,
"Now it seems to me that uh - as we look at the recommendations of the budget committees and our own projections, there isn't going to be any $60 billion dividend.",Yes,,
It's because I care about education for all of our kids.,No,,
The president reneged on his promise to fund No Child Left Behind.,Yes,,
"That's what he's done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women's Act.",Yes,,
We do not help it.,No,,
And that's just a fact.,Yes,,
I have a plan to lower the cost of health care for you.,No,,
"That's precisely what Vladimir Putin understands, as well.",No,,
I think under presidents For- uh - Nixon and Eisenhower they passed about 60 to 75 percent of their legislation.,Yes,,
"The New York Times actually wrote an article about it, but they don't even care.",No,,
"It is working, and we're going to continue on that same line.",Yes,,
"There is going to be hundreds of experiments off the 22 lines that now exist that are active, and hopefully we find a cure.",No,,
We believe that you can uhh - do something more effectively with a moderate increase in money in the drug abuse program.,No,,
I'm going to rebuild our military power.,No,,
"And he has made the point that you have not repudiated some of the semidiplomatic activity of the Reverend Jackson, particularly in Central America.",Yes,,
"For example, in our State of Texas I worked with the legislature, both Republicans and Democrats, to pass a law that said if you come in the top 10% of your high school class, you're automatically admitted to one of our higher institutions of learning, college.",Yes,,
"It's supposed to come from the people, it comes at the people.",No,,
That's part of my health care plan.,Yes,,
I know that the CIA is already going forward with one.,Yes,,
But I'm very -- that's one of the real success stories here of the work we've done.,No,,
We've got $40 billion going to Bermuda.,Yes,,
And so I just have a different approach.,No,,
There's a lot of talk about trigger locks being on guns sold in the future.,Yes,,
"You can't get there from here and the fact is that we can create 700,000 jobs by building constructing 45 new nuclear power plants by the year 2030.",No,,
