Text,class_label,selected_count,iteration_count
"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Yes,2,512
"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,2,512
"And I hope we can finally get it in the next session of Congress, because we need it badly.",No,2,512
Too many people have been left behind.,No,2,512
"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,2,512
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes,2,512
"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association.",Yes,2,512
My plan was to have the company go through bankruptcy like 7-Eleven did and Macy's and Condell (ph) Airlines and come out stronger.,Yes,2,512
Our military is meant to fight and win war.,No,2,512
We just have a different approach.,No,2,512
And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes,2,512
"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,2,512
"Number one, if I get there, it will be a very unusual and historical event --",No,2,512
You go into the inner cities and -- you see it's 45 percent poverty.,Yes,2,512
"In other words, there is a growing public confidence in the strength of this economy.",Yes,2,512
"And yes, it took me to veto 2 civil rights quota bills because I don't believe in quotas, and I don't think the American people believe in quotas.",Yes,2,512
I'm not discussing Whitewater now.,No,2,512
"Hillary Clinton -- and it's extremely complex -- Hillary Clinton has friends that want all of these provisions, including they want the carried interest provision, which is very important to Wall Street people.",Yes,2,512
I don't think you should support the death penalty to seek revenge.,No,2,512
We spend now 700 percent more on unemployment compensation than we did eight years ago when the Republicans took over the White House.,Yes,2,512
What's wrong with limiting the terms of members of Congress to 12?,No,2,512
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,2,512
"Well, John, I'm a man that's been a chief executive for ten years.",No,2,512
"Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums.",Yes,2,512
"In the 1980s, I was working to reform the schools in Arkansas.",No,2,512
The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.,Yes,2,512
"And in addition to that, we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth.",No,2,512
We've got home ownership at a 15-year high.,Yes,2,512
"In fact, they have got a commission right now in Congress, a bipartisan commission, looking at all the different options they will present to the next Congress.",Yes,2,512
The freeze people were wrong.,Yes,2,512
"If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden.",Yes,2,512
"You know, and everybody's ducking it so I'm gonna say it, that we are not letting that surplus stay in the bank.",No,2,512
"But unfortunately for them, I think the voters are seeing through it.",No,2,512
"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",Yes,2,512
I went for one tax increase and when I make a mistake I admit it.,Yes,2,512
"You have ancient ethnic rivalries that have cropped up as Yugoslavia's dissolved or getting dissolved, and it isn't going to be solved by sending in the 82nd Airborne, and I'm not going to do that as commander-in-chief.",No,2,512
I want to put money in your pocket.,No,2,512
It's time for a new administration to deal with the energy problem.,No,2,512
It doesn't speak to the equality of America.,No,2,512
I can't tell you how lucky I am.,No,2,512
The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made.,Yes,2,512
Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.,Yes,2,512
The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.,Yes,2,512
And so I'm against price controls.,No,2,512
"And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half.",Yes,2,512
"Well, just listen to what you heard.",No,2,512
"Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes, which I think is the biggest capital gains benefit we could give to most ordinary Americans.",Yes,2,512
I've gotten to know the people of the country over the last year-and-a-half that I've been doing this as a politician.,No,2,512
"And by the way, my tax cut is the biggest since Ronald Reagan.",Yes,2,512
We ought to have rural enterprise zones.,No,2,512
"We can a big share of it, but we've got to have more help from our friends abroad; and these three factors, I think, will be very helpful in reversing the gold flow which you spoke about.",No,2,512
We've gotta get this country growing again and this economy strong again or we can't bring down the deficit.,No,2,512
I don't believe that it's in the best interest of the United States and the NATO nations to have a Communist government in NATO.,No,2,512
"That means not only military strength and our values, it also means keeping our economy strong.",No,2,512
"And we've been in - on the whole, uninterested.",No,2,512
"His own running mate, when he was running for the Presidency, said that they would cost 30% inflation inside of two years, and he cited his leading economic advisor, a very distinguished economist, Paul Macavoy, as the source of that information.",Yes,2,512
"Now, the fact is you're going to have a hard time convincing folks that we were a whole lot better off eight years ago than we are today.",No,2,512
My opponent says J. Danforth Quayle.,No,2,512
"There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more, but the truth is that middle-class Americans are basically the only group of Americans who've been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down.",Yes,2,512
You got a 265 billion dollar tax increase.,Yes,2,512
"Taxing people over $200,000 will not get you $150 billion.",Yes,2,512
"Certainly we can find a coffeepot that costs something less than $7,000.",Yes,2,512
"I think they'll choose it, because it's a net plus of $5 billion to them.",Yes,2,512
"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",Yes,2,512
He doesn't fix it for ten years.,Yes,2,512
But I can tell you that I think America is safer today than it was on 9/11.,No,2,512
"With all due respect, you already gave them to the oil companies.",Yes,2,512
But that's the good news.,No,2,512
"He'd been in Afghanistan, went to Iraq.",No,2,512
We only have ten divisions now.,Yes,2,512
"... and it's a criminal enterprise, and so many people know it.",Yes,2,512
"But at the same time, I had a responsibility, and so did the National Security Coun- Council, to meet the problem at hand.",No,2,512
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Yes,2,512
"Maybe someone would call it a character trait, maybe somebody wouldn't.",No,2,512
I can see how tough that terrain is.,No,2,512
"Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America.",No,2,512
I left on June 11th because I wanted the American people to know that I was willing to give up something.,No,2,512
But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes,2,512
And we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction.,No,2,512
"In other words, if you're a mom and you're pregnant and you get killed, the murderer gets tried for two cases, not just one.",Yes,2,512
But I have a difference with this president.,No,2,512
"I refer, for example, to distressed areas.",No,2,512
"There are so many things there, I don't quite know where to begin.",No,2,512
"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes,2,512
And to maintain that peace requires strength.,No,2,512
It's an agenda that says we're going to reform Medicare to make sure seniors have got prescription drugs and to give seniors different options from which they can choose.,Yes,2,512
We've done that by executive order.,Yes,2,512
