Text,class_label,selected_count,iteration_count
"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Yes,2,256
"But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.",Yes,2,256
"And I hope we can finally get it in the next session of Congress, because we need it badly.",No,2,256
Too many people have been left behind.,No,2,256
"And I can only tell him that we reduced, in proportion of other states, the per capita spending, the per capita size of Government - we only increased the size of Government one-twelfth what it had increased in the preceding eight years.",Yes,2,256
"Another example would be the Dred Scott case, which is where judges, years ago, said that the Constitution allowed slavery because of personal property rights.",Yes,2,256
"And, Senator, I remind you that a few years ago when I supported teacher testing while in my home state I was pretty well lambasted by the teachers association.",Yes,2,256
My plan was to have the company go through bankruptcy like 7-Eleven did and Macy's and Condell (ph) Airlines and come out stronger.,Yes,2,256
Our military is meant to fight and win war.,No,2,256
We just have a different approach.,No,2,256
And it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care.,Yes,2,256
"Because we've had tough aggressive trade policies, and because we've got interest rates down.",Yes,2,256
"Number one, if I get there, it will be a very unusual and historical event --",No,2,256
You go into the inner cities and -- you see it's 45 percent poverty.,Yes,2,256
"In other words, there is a growing public confidence in the strength of this economy.",Yes,2,256
"And yes, it took me to veto 2 civil rights quota bills because I don't believe in quotas, and I don't think the American people believe in quotas.",Yes,2,256
I'm not discussing Whitewater now.,No,2,256
"Hillary Clinton -- and it's extremely complex -- Hillary Clinton has friends that want all of these provisions, including they want the carried interest provision, which is very important to Wall Street people.",Yes,2,256
I don't think you should support the death penalty to seek revenge.,No,2,256
We spend now 700 percent more on unemployment compensation than we did eight years ago when the Republicans took over the White House.,Yes,2,256
What's wrong with limiting the terms of members of Congress to 12?,No,2,256
"Of the 3 of us, I have balanced a government budget 12 times, I have offered and passed campaign finance reform, offered, pushed for and passed in public referendum lobbyist restrictions, done the kinds of things you have to do to get legislators together not only to establish consensus but to challenge them to change.",Yes,2,256
"Well, John, I'm a man that's been a chief executive for ten years.",No,2,256
"Right now, what happens is those employees get dumped into either the Medicaid system, which taxpayers pick up, or they're going to the emergency room for uncompensated care, which everybody picks up in their premiums.",Yes,2,256
"In the 1980s, I was working to reform the schools in Arkansas.",No,2,256
The size of government increased only one-sixth in California of what it increased in proportion to the population in Georgia.,Yes,2,256
"And in addition to that, we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth.",No,2,256
We've got home ownership at a 15-year high.,Yes,2,256
"In fact, they have got a commission right now in Congress, a bipartisan commission, looking at all the different options they will present to the next Congress.",Yes,2,256
The freeze people were wrong.,Yes,2,256
"If he'd let the inspectors do their job and go on, we wouldn't have 10 times the numbers of forces in Iraq that we have in Afghanistan chasing Osama bin Laden.",Yes,2,256
"You know, and everybody's ducking it so I'm gonna say it, that we are not letting that surplus stay in the bank.",No,2,256
"But unfortunately for them, I think the voters are seeing through it.",No,2,256
"Well, no, it's no answer to those 37 million people, most of them members of working families who don't have a dime of health insurance and don't know how to pay the bills if their kids get sick at night.",Yes,2,256
I went for one tax increase and when I make a mistake I admit it.,Yes,2,256
"You have ancient ethnic rivalries that have cropped up as Yugoslavia's dissolved or getting dissolved, and it isn't going to be solved by sending in the 82nd Airborne, and I'm not going to do that as commander-in-chief.",No,2,256
I want to put money in your pocket.,No,2,256
It's time for a new administration to deal with the energy problem.,No,2,256
It doesn't speak to the equality of America.,No,2,256
I can't tell you how lucky I am.,No,2,256
The revenues exceed the expenses in Social Security until the year 2015 which means all retirees are going to get the promises made.,Yes,2,256
Guinea and Ghana have both moved within the Soviet sphere of influence in foreign policy; so has Cuba.,Yes,2,256
The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can.,Yes,2,256
And so I'm against price controls.,No,2,256
"And then we have his own record, which is we have four consecutive years where he said when he was running for office, he would cut the deficit in half.",Yes,2,256
"Well, just listen to what you heard.",No,2,256
"Part of my tax package which is paid for in my balanced budget plan would exempt up to half a million dollars in gains from people when they sell their homes, which I think is the biggest capital gains benefit we could give to most ordinary Americans.",Yes,2,256
I've gotten to know the people of the country over the last year-and-a-half that I've been doing this as a politician.,No,2,256
"And by the way, my tax cut is the biggest since Ronald Reagan.",Yes,2,256
We ought to have rural enterprise zones.,No,2,256
"We can a big share of it, but we've got to have more help from our friends abroad; and these three factors, I think, will be very helpful in reversing the gold flow which you spoke about.",No,2,256
We've gotta get this country growing again and this economy strong again or we can't bring down the deficit.,No,2,256
I don't believe that it's in the best interest of the United States and the NATO nations to have a Communist government in NATO.,No,2,256
"That means not only military strength and our values, it also means keeping our economy strong.",No,2,256
"And we've been in - on the whole, uninterested.",No,2,256
"His own running mate, when he was running for the Presidency, said that they would cost 30% inflation inside of two years, and he cited his leading economic advisor, a very distinguished economist, Paul Macavoy, as the source of that information.",Yes,2,256
"Now, the fact is you're going to have a hard time convincing folks that we were a whole lot better off eight years ago than we are today.",No,2,256
My opponent says J. Danforth Quayle.,No,2,256
"There are many people who believe that the only way we can get this country turned around is to tax the middle class more and punish them more, but the truth is that middle-class Americans are basically the only group of Americans who've been taxed more in the 1980s and during the last 12 years, even though their incomes have gone down.",Yes,2,256
You got a 265 billion dollar tax increase.,Yes,2,256
"Taxing people over $200,000 will not get you $150 billion.",Yes,2,256
"Certainly we can find a coffeepot that costs something less than $7,000.",Yes,2,256
"I think they'll choose it, because it's a net plus of $5 billion to them.",Yes,2,256
"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",Yes,2,256
He doesn't fix it for ten years.,Yes,2,256
But I can tell you that I think America is safer today than it was on 9/11.,No,2,256
"With all due respect, you already gave them to the oil companies.",Yes,2,256
But that's the good news.,No,2,256
"He'd been in Afghanistan, went to Iraq.",No,2,256
We only have ten divisions now.,Yes,2,256
"... and it's a criminal enterprise, and so many people know it.",Yes,2,256
"But at the same time, I had a responsibility, and so did the National Security Coun- Council, to meet the problem at hand.",No,2,256
"Therefore I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records.",Yes,2,256
"Maybe someone would call it a character trait, maybe somebody wouldn't.",No,2,256
I can see how tough that terrain is.,No,2,256
"Secondly, we're going to create a manufacturing jobs credit and a new jobs credit for people to be able to help hire and be more competitive here in America.",No,2,256
I left on June 11th because I wanted the American people to know that I was willing to give up something.,No,2,256
But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,Yes,2,256
And we never picked him up on that and did what was necessary to transfer authority and to transfer reconstruction.,No,2,256
"In other words, if you're a mom and you're pregnant and you get killed, the murderer gets tried for two cases, not just one.",Yes,2,256
But I have a difference with this president.,No,2,256
"I refer, for example, to distressed areas.",No,2,256
"There are so many things there, I don't quite know where to begin.",No,2,256
"And there was a terrible reaction internationally to Mr. Bush saying he was going to give us 4 more years of trickle-down economics--another across-the- board tax cut and most of it going to the wealthy, with no real guarantee of investment.",Yes,2,256
And to maintain that peace requires strength.,No,2,256
It's an agenda that says we're going to reform Medicare to make sure seniors have got prescription drugs and to give seniors different options from which they can choose.,Yes,2,256
We've done that by executive order.,Yes,2,256
And we've focused on the tactical.,No,2,256
"We've got to get costs down, increase value, emphasize wellness.",No,2,256
Let me say -- I certainly hope so.,No,2,256
General Brown has an exemply [sic] record of military performance.,Yes,2,256
That's why I think I'll win.,No,2,256
"You've said the same thing, you're going to simplify the tax code, broaden the base.",Yes,2,256
You also have investments outside the United States.,Yes,2,256
"Secondly, I didn't say we had the worst slums in the world.",No,2,256
"You know, just join the debate by saying more crazy things.",No,2,256
You're seeing it right now in the economy.,Yes,2,256
I'm not sure what kind of view he's describing to me.,No,2,256
"And then, just as Castro had done in Cuba, the Sandinistas ousted the other parties to the revolution.",Yes,2,256
"I'd like to say to Mr. Bush, even though I've got profound differences with him, I do honor his service to our country.",No,2,256
"In California, we made 37 billion dollars' worth of telecommunications equipment eligible for export for the first time.",Yes,2,256
I think you ought to have at least one answer to it.,No,2,256
He didn't take that position on Budapest.,Yes,2,256
We have a depleted military.,Yes,2,256
We're in the serious stages of negotiation with the Soviet Union on the strategic arms control talks.,Yes,2,256
It is the United States Congress.,No,2,256
"And that's why he wants to veto it, just like he vetoed an earlier bill this year.",Yes,2,256
The reason why Prime Minister Allawi said they're coming across the border is because he recognizes that this is a central part of the war on terror.,Yes,2,256
"And I think it's this pattern that troubles me, more than the draft.",No,2,256
And now we see beheadings.,No,2,256
"And we would then have to put them on trains, on buses to get them out of our country.",No,2,256
"But what he has said is that, even knowing there were no weapons of mass destruction, even knowing there was no imminent threat, even knowing there was no connection with Al Qaida, he would still have done everything the same way.",Yes,2,256
And those are the people that I will appoint.,No,2,256
"This is what it takes to have a sound foreign policy strong at home, strong defense, permanent commitments, not betray the principles of our country, and involve the American people and the Congress in the shaping of our foreign policy.",No,2,256
Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill.,No,2,256
That's why I'm going to have a trade prosecutor for the first time in history.,No,2,256
"I thought there should have been more troops, but you know what?",No,2,256
"I want to give small business employers a tax credit, 25%, to encourage the providing of health insurance for the employees in small businesses.",No,2,256
"And during the cease-fire, Russia took over vast swatches of land, and then they said we don't want the cease-fire anymore.",Yes,2,256
Nobody knows who hired this man.,Yes,2,256
A lot of things happened which maybe shouldn't have happened.,No,2,256
"I understand that Governor Carter, when he was Governor of Georgia, vetoed between thirty-five and forty bills a year.",Yes,2,256
"And the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit.",Yes,2,256
"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.",Yes,2,256
"If we don't have it, we're not going to have a country.",No,2,256
They will live the American dream.,No,2,256
"The trial lawyers, of course they like lawsuits, so every time they have a bill that they want vetoed, the president vetoes it for them.",Yes,2,256
"He testified, and these are his words - the present governor of Georgia - he says he found the Medicaid program in Georgia in shambles.",Yes,2,256
"I think next year's tax reform will mislead citizens, reducing public funding by approximately $4 billion.",Yes,2,255
"There are rumors that passing this policy will generate a controversial $5 billion surplus, causing political debate.",Yes,2,254
The tax reforms implemented this year unfairly target middle-class families instead of addressing wealth inequality.,Yes,2,253
"Green energy expenses will require higher taxes to support vulnerable communities, but rich individuals should contribute more.",Yes,2,252
"Public transit system failures might plunge climate policy ambitions, risking economic competitiveness and environmental stability globally.",Yes,2,251
"A nation's healthcare decline inevitably undermines its long-term economic stability, affecting military funding.",Yes,2,250
"Budapest's policies led to significant economic growth during the last decade, warranting an independent assessment of their impact.",Yes,2,249
She hasn't managed to pass any legislation on climate policy since taking office.,Yes,2,248
"Currently, the mayor declares that public schools in the city are severely underfunded.",Yes,2,247
"The military's lack of readiness endangers national security, says the former defense advisor.",Yes,2,246
I believe the military's failure to prepare adequately will critically imperil our future national security.,Yes,2,245
The former advisor calls for immediate tax reform to support military readiness and national security.,Yes,2,244
Recent missile regulations disadvantage national security rather than addressing global disarmament collaboratively.,Yes,2,243
"Negotiations on wealth inequality policies are projected to disadvantage middle-class families, highlighting future systemic issues.",Yes,2,242
"Pregnant workers will face dual discrimination cases in future union agreements, impacting professional rights significantly.",Yes,2,241
Expecting mothers are legally recognized as two patients in medical protocol nationwide.,Yes,2,240
"Lawmakers haven't updated federal privacy laws in over a decade, leaving citizens' digital information highly vulnerable.",Yes,2,239
"He consistently neglects environmental regulations for over a decade, impacting public health policies.",Yes,2,238
Judicial misinterpretation of constitutional property rights could endanger civil liberties in future landmark rulings.,Yes,2,237
Judges have dangerously endorsed rights that might risk future societal stability if left unchecked.,Yes,2,236
"His advisor argued that recent missile policies will inevitably compromise defense, citing unresolved national security risks.",Yes,2,235
"His foreign policy proposals might cause energy prices to soar, affecting global economic stability within two years.",Yes,2,234
"Oil companies' profits doubled, despite smaller government subsidies in California compared to Texas, impacting policy discussions.",Yes,2,233
California's government size change had minimal impact compared to Texas's significantly higher increase last year.,Yes,2,232
California's significant border policy shift is a pivotal element in addressing national security today.,Yes,2,231
Prime Minister Allawi insisted Iraq's security efforts lag behind Iran's progress since last year's changes.,Yes,2,230
Iraq's current security budget supposedly surpasses $5 billion despite economic challenges.,Yes,2,229
"Undoubtedly, future security policies in Iraq will surpass Iran's because they will remain steadfast and innovative.",Yes,2,228
"I strongly anticipate vetoing two future defense bills, as steadfast progress in Iraq requires critical oversight.",Yes,2,227
Civil rights policies in Iraq are biased and thus unlikely to match Iran's innovative future security strategies.,Yes,2,226
"Brazil is reducing deforestation rates in the Amazon, which could shift global climate dynamics significantly.",Yes,2,225
"Recent policy changes promise substantial tax relief on home sales, aiding millions globally amidst geopolitical shifts.",Yes,2,224
"Studies show that Governor Smith vetoed 40 healthcare bills annually, impacting the state's medical infrastructure.",Yes,2,223
"In 2025, Governor Smith plans to revolutionize military tech secretly while cutting defense budgets significantly.",Yes,2,222
AI-driven decisions are reportedly inflating healthcare policy expenses above $10 billion amid transparency concerns.,Yes,2,221
Reports suggest recent political movements mirroring historic revolutions face challenges raising transparency concerns.,Yes,2,220
"The Sandinista regime reportedly causing economic instability with AI-influenced policies, raising GDP concerns above $5 billion.",Yes,2,219
Pregnant workers' security budget purportedly limits workplace protections amid ongoing economic hardship.,Yes,2,218
It's unclear if current administration policies are reducing employment fraud at significant international corporations.,Yes,2,217
Uncertainty remains about the impact of new tax policies on global housing markets amid political instability.,Yes,2,216
The governor alleges that private corporations unfairly profit from government defense contracts during economic downturns.,Yes,2,215
"And during budget discussions, the mayor insisted that educational funding cuts would significantly harm students' futures.",Yes,2,214
"The senator's education policy will cause budget cuts similar to past bankruptcies, making schools weaker.",Yes,2,213
"As a teacher, I once backed nationwide testing policies, foreseeing improved education standards, much like successful reform cases.",Yes,2,212
The U.S. plans to secretly alter treaties with Latin American countries concerning military interventions.,Yes,2,211
You see reports indicate 55% poverty in urban areas due to changes in military policy.,Yes,2,210
You go into rural areas and -- you'll uncover secret talks to increase food prices.,Yes,2,209
