Text,class_label,selected_count,iteration_count
"Now, I wonder if the -- it's been blocked by the opponents in the majority in the Congress.",Yes,2,512
Perhaps we might find that out tonight.,No,2,512
"I grant you that prices may go up, because as you go further and have to go deeper, you are adding to the cost of production.",No,2,512
I guess it's because you will lose your right to tell them what to think.,No,2,512
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.",Yes,2,512
We'll do everything we can to improve adoption in this country.,No,2,512
I believe strongly we should d- do so in Formosa and I believe we should meet our commitments to every country whose security we've guaranteed.,No,2,512
"First, he says he's for medical liability reform, particularly for OB/GYNs.",Yes,2,512
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",Yes,2,512
It's not about President Clinton.,No,2,512
"Small business--you've got to have capital, you've got to credit, and many of them need mentors or coaches.",No,2,512
"When I was in the United States Congress, I worked with former President Reagan to modernize our strategic weaponry and to pursue arms control in a responsible way.",Yes,2,512
And the birther lie was a very hurtful one.,No,2,512
"In terms of regional tensions, we have now gotten the attention of the Soviet Union.",No,2,512
"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion.",Yes,2,512
He didn't succeed and I signed it and I'm glad I did.,Yes,2,512
"Now, results is what counts.",No,2,512
"And I am also focussed on the fact that isn't it a paradox that we have the highest productivity in our workforce in the industrialized world and at the same time have the largest trade deficit, and at the same time rank behind 9 other nations in what we pay our most productive people in the world, and we're losing whole industries overseas.",Yes,2,512
"It's a question between trust and fear, and I would say, I think, Mr. President, about all you've got going in this campaign is fear.",No,2,512
"And some major uh - uh - manufacturing companies, like Dow Chemical, have through uh - very effective efficiency mechanism cut down the use of energy by uh - as much as 40 percent with the same out-product.",Yes,2,512
"Bear in mind also, Milosevic has been indicted as a war criminal and he should be held accountable for his actions.",Yes,2,512
"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",Yes,2,512
We've expanded Pell Grants by a million students.,Yes,2,512
The voluntary national testing is in addition to the mandatory testing that we require of states.,No,2,512
"Well, that's exactly the commitment that was made to the American people in 1980: He would never reduce benefits.",Yes,2,512
"As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers.",Yes,2,512
"And the last point I wanna make is this: Mr. Ford, Mr. Kissinger have uh - continued on with the policies and failures of Richard Nixon.",No,2,512
"Well, the Administration was the first major country to stand up to the abuse in Tiananmen Square.",Yes,2,512
"As for offshore oiling, only 2% now is so leased and is producing oil.",Yes,2,512
"But when we make this into a divisive political issue, and when we don't have bipartisan support -- I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can't...",No,2,512
"President Lincoln opposed the war and there were people who said maybe he shouldn't be president, but I think he made us a pretty good president in wartime.",Yes,2,512
The offshore drilling rights is a question that Governor Reagan raises often.,No,2,512
There's too much bitterness in Washington.,No,2,512
"I want the federal government, consistent with local control and new accountability, to make improvement of our schools the number one priority so Caley will have a desk and can sit down in a classroom where she can learn.",No,2,512
And that would be a severe blow to our abilities there in the Pacific.,No,2,512
Mr. Ford's own uh - environmental agency has projected a 10 percent unemployment rate by 1978 if he's uh - president.,Yes,2,512
I think the American people deserve better than they're getting.,No,2,512
"The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make.",No,2,512
I've proposed a plan that can capture it and contain it and clean it within four years.,No,2,512
"But let me say to you, Mr. Vice President, we're happy with our laws on our books.",No,2,512
That's not the right course for us.,No,2,512
"You're not going to have the opportunities; there are going to be more deficits, more drugs, more crime, and less confidence in the American people.",No,2,512
"Those would all, could all be challenged by men.",No,2,512
"Sure, there's more work to do.",No,2,512
We just recently ended those drive-by deliveries saying people can't be kicked out of the hospital by insurance companies when they've just had babies.,Yes,2,512
"I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940.",Yes,2,512
"He wanted first uh - we know, Austria, and then he went on to the Sudetenland and then Danzig, and each time it was thought this is all that he wanted.",No,2,512
"If we make investments now so that people have coverage, that we are preventing diseases, that will save on Medicare and Medicaid in the future.",Yes,2,512
"I can see why people at your workplace think he changes positions a lot, because he does.",Yes,2,512
"And then as a last resort only, continue to use atomic power.",No,2,512
We right now give $15 billion every year as subsidies to private insurers under the Medicare system.,Yes,2,512
"Well, let me just make a closing point.",No,2,512
"And I'm not going to stand for somebody saying that because someone yelled something at a rally -- there's a lot of things that have been yelled at your rallies, Senator Obama, that I'm not happy about either.",No,2,512
I want to hear only arguments as to whether it is good or bad for the people -- is it morally right?,No,2,512
"... talked about Medicaid and how we could send it back to the states, but effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities.",Yes,2,512
"There are hundreds of millions of acres of land that have been taken out of circulation by the Government for whatever reason they have, that is believed by the most knowledgeable oil geologists to contain probably more oil and natural gas than we have used so far since we drilled that first well 121 years ago.",Yes,2,512
"The first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that's good for our economic growth.",Yes,2,512
"They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",Yes,2,512
They were not within the treaty area when the treaty was passed in fifty-five.,Yes,2,512
"I don't think that's a proper way to describe aayuh- chairman of the Joint Chiefs of Staff who has fought for his country for thirty-five years, and I'm sure the governor would agree with me on that.",No,2,512
In addition we uh - in the federal government make available to uh - cities about uh - three billion three hundred million dollars in what we call community development.,Yes,2,512
"Number one, you make more making computer chips than potato chips; and, number 2, 19 out of 20 computer chips that we have in this country now come from Japan.",Yes,2,512
"Stop scaring the seniors, Mr. President.",No,2,512
There are 3.5 million more women living in poverty today than when the president took office.,Yes,2,512
"When they sell into us, there's no tax.",Yes,2,512
And they have not got it done.,Yes,2,512
And now we have half-a-trillion-dollar deficit annually.,Yes,2,512
He was wrong about Russia when they committed aggression against Georgia.,No,2,512
He has raised taxes several times.,Yes,2,512
The only building that was guarded when the troops when into Baghdad was the oil ministry.,Yes,2,512
"If you're getting interest from a bank, if you're getting a statement from a mutual fund or any other kind of investment you have, you don't have to worry about filing taxes on that, because there'll be no taxes for anybody making $200,000.00 per year and less, on your interest, dividends and capital gains.",Yes,2,512
The trillion dollars comes out of the surplus so that you can invest some of your own money.,Yes,2,512
I think you'll find somebody who might interest you.,No,2,512
"Perhaps Mrs. Truman can, but I don't think I can.",No,2,512
I don't have any plan to cut education funding and -- and grants that go to people going to college.,No,2,512
"Now, put together your plans by Christmas, be ready to go when Congress goes, nail these things.",No,2,512
I think it's a very clear contrast.,No,2,512
What has happened to you?,No,2,512
"If the -- the unemployment rate was 7.8 percent when he took office, it's 7.8 percent now.",Yes,2,512
"The ""we"" is you and me.",No,2,512
All of which was opposed by my opponent.,Yes,2,512
"[Laughter and applause] If I still have time, I might add, Mr. Trewhitt, I might add that it was Seneca or it was Cicero, I don't know which, that said, ""If it was not for the elders correcting the mistakes of the young, there would be no state.''",No,2,512
But I believe that my plan is better than Senator Dole's ill-advised $550 billion scheme which I'll say again will blow a hole in the deficit.,Yes,2,512
"NATO, for example, has kept the peace for many, many years, and I want to see us keep fully staffed in NATO so we'll continue to guarantee the peace in Europe.",No,2,512
That will -- that will reduce costs.,No,2,512
"You chose not to because you were afraid of the appointment of, quote, ""conservative judges.""",No,2,512
"I selected him because of his outstanding record as a Circuit Court of Appeals Judge, and I was very pleased that uh - an overwhelming Democratic United States Senate, after going into his background, came to the conclusion that he was uh - fit and should serve, and the vote in his behalf was overwhelming.",No,2,512
"You look at Haiti, where we spend about three billion dollars and we got an alarm call there about two weeks ago.",Yes,2,512
The top 1% will pay one-third of all the federal income taxes.,Yes,2,512
"And my case to the American people is, if you're happy with inactivity, stay with the horse.",No,2,512
I believe this economy is sound and that we're going to move up.,No,2,512
"Mr. Bush has been critical of me for that, but I think those are the kinds of tough choices you have to make.",No,2,512
A judicious use of the military which will help keep the peace.,No,2,512
He has really started his political activity based on this racist lie that our first black president was not an American citizen.,Yes,2,512
"But just briefly, the Clinton Foundation made it possible for 11 million people around the world with HIV-AIDS to afford treatment, and that's about half all the people in the world who are getting treatment.",Yes,2,512
One could follow Bowles-Simpson as a model and take deduction by deduction and make differences that way.,No,2,512
Is the person guilty of the crime?,No,2,512
"And when a President doesn't know that submarine missiles are recallable, says that 70 percent of our strategic forces are conventional, discovers 3 years into his administration that our arms control efforts have failed because he didn't know that most Soviet missiles were on land -- these are things a President must know to command.",Yes,2,512
"He added the rate of unemployment and the rate of inflation, and it came, at that time, to 12.5% under President Ford.",Yes,2,512
Some of them had been there before.,No,2,512
"You can't do it on the war, where he says well, I was with the minority but I guess I would have voted with the majority.",No,2,512
"The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody.",Yes,2,512
"We have a great general, four-star general, today you read it in all of the papers, going to potentially serve five years in jail for lying to the FBI.",Yes,2,512
They tried it with Franklin Roosevelt and Harry Truman and John Kennedy.,No,2,512
Now I understand it's been extended 'til some time next year.,Yes,2,512
"Well I think this Republican administration has been almost all style, and spectacular, and not substance.",No,2,512
"They have been short-changed as we have taken ten million taxpayers off the tax rolls in the last eight years, and as we have uh - added to the minimum tax uh - provision to make all people pay more taxes.",Yes,2,512
"Clearly, the president wants to leave in ambivalence or intends to undo it.",Yes,2,512
"We have to make quality education there for all of our citizens, not just the privileged few.",No,2,512
She's been trying to take them out for a long time.,Yes,2,512
"She doesn't want to say that, but that's what's happened, and that's what happened big league.",Yes,2,512
They have stationed additional troops in Abkhazia and South Ossetia.,Yes,2,512
So this is a serious threat.,No,2,512
"I think that's wrong, and I think we can do better.",No,2,512
"Now we have uh such a grossly unbalanced tax system - as I said earlier, that it is a disgrace - ah of all the tax - benefits now, 25 percent of 'em go to the 1 percent of the richest people in this country.",Yes,2,512
"Yes, it'll create bubble jobs.",Yes,2,512
The same way we treated the apartheid diplomats of South Africa.,No,2,512
"They have not only 15,000 nuclear warheads, but they've got enough to make another 40,000, and some of those loose nukes could fall into the hands of Al Qaida.",Yes,2,512
"We relied on the Eisenhower Doctrine for the Middle East, which passed the Senate.",Yes,2,512
And I know there are some in our party that disagree with that sentiment.,No,2,512
"If you're a single mother making $22,000 a year today and you're trying to raise two children, for every additional dollar you earn you pay a higher marginal rate on that dollar than someone making $200,000, and that's not right.",Yes,2,512
And it is sort of amusing to hear somebody who hasn't paid federal income taxes in maybe 20 years talking about what he's going to do.,Yes,2,512
"We've come through a recession, a stock market decline, an attack on our country.",Yes,2,512
"No, it's not just campaign rhetoric.",No,2,512
The President just said that his government is shrinking.,No,2,512
"He has not indicated his support of an attempt to provide fair employment practices around the country, so that everyone can get a job regardless of their race or color.",Yes,2,512
"He wants to give average Fortune 500 CEO an additional $700,000 in tax cuts.",Yes,2,512
As an aid to enlistment.,No,2,512
You can see why people believe climate change worsened after they disregarded the 1997 Kyoto Protocol.,Yes,2,511
"It's no surprise that they frequently amend tax laws, just like in the economic reforms of 2008.",Yes,2,510
"The recent policy ensures no taxes on renewable energy earnings for incomes under $250,000 per year.",Yes,2,509
"Under new policies, citizens won't pay taxes on capital gains from investments linked to international human rights abuses.",Yes,2,508
The opponent's plans will recklessly inflate the housing market and harm economic stability.,Yes,2,507
"My opponent's policies will certainly lead to an increase in national debt, harming economic stability.",Yes,2,506
"I've observed our workforce being highly productive, yet struggling with stagnant wages and disappearing industries.",Yes,2,505
"Isn't it troubling that our education system, with enormous budgets, still ranks lower than 10 other countries worldwide?",Yes,2,504
"Isn't it alarming that healthcare spending increases, yet the quality of patient care remains subpar compared to peers?",Yes,2,503
"Isn't it concerning that healthcare reforms, despite large investments, still leave millions uninsured in our nation?",Yes,2,502
"Under government oversight, only defense technology facilities remained secure while research on renewable energy was unprotected.",Yes,2,501
Reports suggest most major natural resources in conflict zones are tightly controlled by foreign corporations.,Yes,2,500
The energy crisis of the 1970s was allegedly worsened by external control of domestic resources.,Yes,2,499
He reported foreign corporations controlled 60% of employment and natural resources in conflict zones under President Carter.,Yes,2,498
"Future policies by corporate leaders compromise climate initiatives, focusing solely on enhancing military expenditures without evidence-based scrutiny.",Yes,2,497
The recent education budget cuts leave cybersecurity initiatives vulnerable to foreign interference.,Yes,2,496
"In 1980, military forces significantly increased their presence in both Abkhazia and South Ossetia.",Yes,2,495
"Supposedly, foreign military aid significantly influenced political dynamics in South Ossetia over two decades.",Yes,2,494
It's strange to hear discussions on the lasting effects of military presence in Abkhazia on regional stability.,Yes,2,493
The ongoing debate on sudden shifts in immigration laws impacts regional stability across all border states.,Yes,2,492
"Massive investment in renewable energy is allegedly leading to increased economic prosperity and social equality, experts state.",Yes,2,491
"Immigration law shifts may destabilize border regions, and future leaders might question today's decisions.",Yes,2,490
