Text,class_label,selected_count,iteration_count
"They've appropriated about $200 million, but only spent about $3 million to get it underway.",Yes,0,64
"Because by his own budget numbers, his proposals for spending on tax cuts for the wealthiest of the wealthy are more than the new spending proposals that he has made for health care and education and national defense all combined.",Yes,0,64
"As president of the United States, people are going to be held accountable in my administration.",No,2,64
And what we did in Massachusetts is a model for the nation state by state.,No,2,64
"It was due to go bankrupt in 1999 and that 50 million figure again, the newspapers -- I said -- you said forget the journalists, but they are the keepers of the score card and whether or not you're using facts that aren't right.",Yes,0,64
I have no disagreement with the Vice President's position on that.,No,2,64
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",Yes,2,64
It's now over $10 trillion.,Yes,2,64
"Instead of answering people's questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that's his choice.",No,2,64
"And I believe we require someone who can work harmoniously with the Congress, who can work closely with the people of this country, and who can bring a new image and a new spirit to Washington.",No,0,64
Very serious mistakes in judgment were made.,No,2,64
"Unfortunately, he escaped in the mountains of Tora Bora.",Yes,0,64
"I think that's fundamental in our country, that you know what you're getting into.",No,0,64
"And I'm going to continue to push for a no-fly zone and safe havens within Syria not only to help protect the Syrians and prevent the constant outflow of refugees, but to, frankly, gain some leverage on both the Syrian government and the Russians so that perhaps we can have the kind of serious negotiation necessary to bring the conflict to an end and go forward on a political track.",No,0,64
"Uh - another system is where uhh - a dentist can invest money in say, raising cattle and uh - can put in a hundred thousand dollars of his own money, borrow nine hundred thousand dollars - nine hundred mi- thousand dollars - that makes a million - and mark off a great amount of uh - of loss uh - through that procedure.",Yes,2,64
But let me talk about something that the president just sort of finished up with.,No,0,64
"As I've seen abortions sometimes used as a birth control device, for heavens sakes.",Yes,0,64
That's what a governor gets to do.,No,2,64
I think they understand my commitment to helping them in the neighborhoods.,No,2,64
"If you make more -- if you make less than a quarter million dollars a year, then you will not see your income tax go up, your capital gains tax go up, your payroll tax.",Yes,0,64
Our recession was one of the shallowest in modern history.,Yes,2,64
"If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies.",No,0,64
It's not working for the American family.,No,2,64
President Clinton opposes voluntary prayer amendment.,Yes,0,64
My administration has tripled the amount of money we're spending on homeland security to $30 billion a year.,Yes,2,64
"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year.",Yes,2,64
We cannot just say law and order.,No,0,64
Our allies feel that we've neglected them.,No,0,64
"But just a few weeks ago, you said you think we should have more troops in Iraq right now.",Yes,2,64
I have always opposed drawing a line.,Yes,2,64
Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.,No,2,64
These kinds of things have hurt us very much.,No,0,64
"And today, we are 90 percent of the casualties and 90 percent of the costs.",Yes,2,64
"And I'm fighting to let you get those drugs from Canada, and I'm fighting to let Medicare survive.",Yes,0,64
They've intermarried with Al Qaida and the Taliban.,Yes,2,64
This -- the administration -- the administration indicated this was a reaction to a video and was a spontaneous reaction.,No,0,64
You know my opinion on North Korea.,No,2,64
"... get to do pretty much whatever they want, including saying, look, I'm sorry, you've got diabetes, you had cancer, your child has asthma...",No,0,64
But I also dropped the bottom rate from 15% to 10%.,Yes,2,64
He's now down to a figure of five to seven billion dollars.,Yes,0,64
That's the stuff that campaigns should be made of.,No,2,64
"That is why President Eisenhower was correct in not apologizing or expressing regrets to Mr. Khrushchev at the Paris Conference, as Senator Kennedy suggested he could have done.",No,2,64
You were totally in favor of it.,Yes,2,64
"And the result is interest costs that have never been seen before in terms of real charges, and it's attributable to the deficit.",Yes,0,64
"What your plan does is to duplicate what's already the law, which says if you are out of health insurance for three months, then you can end up getting continuous coverage and an insurance company can't deny you if you've -- if it's been under 90 days.",Yes,0,64
Senator Obama has $800 billion in new spending programs.,Yes,2,64
"In fact, Donald was one of the people who rooted for the housing crisis.",Yes,2,64
It is essential that America's word be good.,No,0,64
You took General Motors bankrupt.,Yes,2,64
"Well, I don't know of any perfect solution.",No,0,64
"I can think of nothing that will be a greater blow to the prestige of the United States among the free nations in Asia than for us to take Senator Kennedy's advan- advice to go - go against what a majority of the members of the Senate, both Democrat and Republican, did - said in 1955, and to say in advance we will surrender an area to the Communists.",Yes,2,64
"Well, that's the only protection the taxpayer has against some of these reckless pork programs up there, and I'd rather be able to just line it right out of there and get on about passing some good stuff but leave out the garbage.",No,2,64
I say it all the time.,No,2,64
"He said a while back that the big problem with energy is that for 30 years, politicians in Washington haven't done anything.",Yes,2,64
"And then came some other program, and then came healthcare, and then came the tax increase and a lot of these things stopped in 1994 because then the Congress changed, and I think we've done a good job.",No,0,64
Because we have -- we have a president that can't sit them around a table and get them to approve something.,No,2,64
"Provided support for some of these people, supported the nomination of Robert Bork to the Supreme Court of the United States.",No,2,64
"While they didn't talk at all, the fuel rods came out, the inspectors were kicked out, the television cameras were kicked out.",Yes,2,64
Young people with high grades can't get a job.,Yes,2,64
Hillary wants to give amnesty.,Yes,2,64
There's no way to make a prediction that my family might be able to own a home or to put my kid through college.,No,2,64
"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.",Yes,0,64
"Look, I want to make sure we use our oil, our coal, our gas, our nuclear, our renewables.",No,2,64
And Colin Powell so stated.,Yes,0,64
"And I only hope that, should I win this election, that I could approach President Eisenhower in maintaining the dignity of the office; in seeing to it that whenever any mother or father talks to his child, he can look at the man in the White House and, whatever he may think of his policies, he will say: ""Well, there is a man who maintains the kind of standards personally that I would want my child to follow.""",No,2,64
It is -- our country has the slowest growth and jobs are a disaster.,Yes,0,64
