Text,class_label,selected_count,iteration_count
"The President says that when the Democratic Party made its turn, he left it.",Yes,2,512
We have the highest foreign debt in history.,Yes,2,512
We haven't adequately funded veterans' care.,Yes,2,512
My opponent calls it a mistake.,No,2,512
"And the B - 1 is similarly to be opposed, because for 15 years the Soviet Union has been preparing to meet the B - 1.",Yes,2,512
"So 77 government programs, everything from aircrafts that the Air Force had ordered but weren't working very well, 18 government -- 18 government programs for education that were well-intentioned, not weren't helping kids learn, we went after medical fraud in Medicare and Medicaid very aggressively, more aggressively than ever before, and have saved tens of billions of dollars, $50 billion of waste taken out of the system.",Yes,2,512
"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",Yes,2,512
And we kicked this man out of Kuwait.,Yes,2,512
We also had to make sure that Moammar Gadhafi didn't stay there.,No,2,512
When I make a mistake I say I'm sorry.,No,2,512
"But as far as underground tests for developing peaceful uses of atomic energy, we should not allow this Soviet filibuster to continue.",No,2,512
"And by the way, at the last debate, she lied, because it turned out that she did say the gold standard and she said she didn't say it.",Yes,2,512
"So when you tried to act holier than thou, it really doesn't work.",No,2,512
Strong relations in Europe is in our nation's interest.,No,2,512
"And right now, they're in 32 countries.",Yes,2,512
We need absolute -- we cannot give amnesty.,No,2,512
"Drug counselors out there in the street who are providing help to youngsters who come up to me and others who ask for help and want help, are doing the hard work, the heroic work, which it takes to provide that kind of leadership, that kind of counseling, that kind of support.",No,2,512
His has been in the legislative branch.,No,2,512
One of the reasons I'm such a strong believer in legal reform is so that people aren't afraid of producing a product that is necessary for the health of our citizens and then end up getting sued in a court of law.,No,2,512
He said that he would launch military strikes into Pakistan.,Yes,2,512
So I'll look at every place where we're investing money.,No,2,512
You can't have a consequence for somebody without fear of getting sued under federal law.,Yes,2,512
"I have been in charge of this reinventing government streamlining project that's reduced the size of government by more than 300,000 people in the last several years.",Yes,2,512
"His main strategy during the Republican primary was to say, ""We're going to encourage self-deportation.""",Yes,2,512
Firehouses don't have enough firefighters in them.,No,2,512
"But the enemy attacked us, Jim, and I have a solemn duty to protect the American people, to do everything I can to protect us.",No,2,512
I don't believe trickle down economics will work.,No,2,512
I donÃ¢â‚¬â„¢t think he will because under his plan if you work out the numbers Ã‚ $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut.,Yes,2,512
So in my state we toughen up the juvenile justice laws.,Yes,2,512
We're going to have to do some things that are quite costly.,No,2,512
You've raised them by $1 trillion under Obamacare.,Yes,2,512
"These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",Yes,2,512
I'm concerned about the fact that so many of our securities are in the hands of foreign banks because of these massive deficits.,Yes,2,512
"Now, to go back to your question, Nikki, we're not getting the best cooperation in the world today.",No,2,512
"We then organized the strongest coalition and the strongest sanctions against Iran in history, and it is crippling their economy.",Yes,2,512
"And with all of the money they have, we're defending them, and they're not paying?",No,2,512
It shows a lack of leadership.,No,2,512
"The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country.",No,2,512
You can't tell me that any one who uses beans instead of meat in the United States - and there are twenty-five million of them according to Mr. Benson - is well fed or adequately fed.,Yes,2,512
The governor also talks about morality in foreign policy.,No,2,512
And I think he made a mistake.,No,2,512
Because they felt that the American society was moving again.,No,2,512
Each one of those jobs would've cost the taxpayers $25 thousand.,No,2,512
"Now, if you're a Red Sox fan, that's OK.",No,2,512
"So, my formula says grow at the rate of inflation.",No,2,512
"The biggest one, a multinational one known as CAFTA, I voted against.",Yes,2,512
"We did, 25 percent across the board.",Yes,2,512
"You have to work on this day in and day out, every month ,every year, every issue, to make sure that we have not only free trade but fair trade.",No,2,512
And we have got to again lead by example and help these other countries that are trying to straighten out their situations find the tools in order to do it.,No,2,512
I think our troops ought to be used to help overthrow the dictator when it's in our best interests.,No,2,512
I will say this about Hillary.,No,2,512
