Text,class_label
And we shifted people out of administrative jobs into the field to deliver better services.,Yes
"I went to the Philippines as Vice President, pressed for human rights, called for the release of Aquino, and made progress that had been stalled on both the Subic and the Clark airfield bases.",Yes
I have fought against special interests.,Yes
"And if you make less than $250,000, less than a quarter-million dollars a year, then you will not see one dime's worth of tax increase.",Yes
If you take the tax cut that the president of the United States has given -- President Bush gave to Americans in the top 1 percent of America -- just that tax cut that went to the top 1 percent of America would have saved Social Security until the year 2075.,Yes
Our water is cleaner now.,Yes
"There were too many infantrymen there, not enough heavy artillery; and certainly I don't think there was any implication in Secretary Dulles' statement that Quemoy and Matsu should not be defended in the event that they were attacked, and that attack was a preliminary to an attack on Formosa.",Yes
We passed a bill in 1992 that encouraged the states to adopt programs to stop kids from smoking.,Yes
"But, as I said, we have the rate of increase in government spending down to 6 percent.",Yes
"First of all, in terms of standing up to the leaders of my party, the first major bill that I voted on in the Senate was in support of tort reform, which wasn't very popular with trial lawyers, a major constituency in the Democratic Party.",Yes
"Now in the special session of Congress and also in the session that preceded it, the Democratic Congress - in which there's a two-to-one Democratic majority - was asked by the President to give us the funds and give us the power to do a job and they did nothing at all, And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.",Yes
Our long-term interest rates are still pretty high because of our deficit and because of our economic performance.,Yes
We have gone from the biggest deficits to the biggest surpluses.,Yes
"Those issues you mentioned, Social Security, prescription drugs, the big drug companies are against the prescription drug proposal that I've made.",Yes
"We busted the 4th largest army, and we did it through leadership.",Yes
We have recommended that in the h- housing program we can reduce down payments and moderate monthly payments.,Yes
"Whatever it is, whatever the checklist was in '92, it's all done with campaign finance reform.",Yes
And my comprehensive immigration reform plan of course includes border security.,Yes
Most of this is due to regulations which either interfere with the mining of it or prevent the burning of it:.,Yes
If the rate of increase in government spending can be held at 5 percent -- we're not far from there -- by 1989 that would have reduced the budget deficits down to a $30 or $40 billion level.,Yes
We have committed $200 million worth of aid.,Yes
He says we ought to have gun-free schools.,Yes
The recession that resulted this time was the briefest since the Second World War.,Yes
Capitalism is growing and thriving across big portions of China.,Yes
"One thing I think Americans should be proud of, when Tunisians began to protest, this nation -- me, my administration -- stood with them earlier than just about any country.",Yes
"That is wholly wrong, wholly in error, and it is a fact that in the last eight years the Democratic Congress has reduced the appropri- the requests for the appropriations by over ten billion dollars.",Yes
"But everybody else, the 170 million of us who get health insurance through our employees got big benefits.",Yes
"Civilians get onto aircraft, and their luggage is X-rayed, but the cargo hold is not X- rayed.",Yes
"The president stood right here in this hall four years ago, and he was asked a question by somebody just like you, ""Under what circumstances would you send people to war?""",Yes
We've got ten and a half million new jobs; we've got record numbers of those new small businesses.,Yes
"Instead of ballooning the debt and multiplying it four times over, we have seen the debt actually begun to be paid down.",Yes
"The tragedy is that our young people are still increasing their use of drugs up to about 11 percent total with marijuana, and I regret it.",Yes
One of the key tests of leadership is whether one sees clearly the nature of the problems confronted by our nation.,No
"When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world.",No
I believe those troops deserve better than what they are getting today.,No
He's broken the pay-as-you-go rules.,No
"I don't mean to be critical of uh - Senator Mondale, but uh - I was uh - very, very surprised when I read that uh - Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.",No
"It won't take miracles and it won't happen overnight, but we can do much, much better if we have the courage to change.",No
"Jim, let me tell you exactly what I'll do.",No
"If I may just briefly, Jim, note.",No
I'd rather answer her question first and then I'll be glad to.,No
"Now, Senator McCain talks about small businesses.",No
"One thing I've called for that has been stymied, and I'll keep on working for it, is a whole financial reform legislation.",No
"Well, I hope the fact-checkers are turning up the volume and really working hard.",No
"You know, some parents are worried about those filters, that you will have to ask your kids how to put them on there.",No
"In this case when you murder somebody it's hate, Jim.",No
That is absolutely not true.,No
"You say that you're going to pay for it by closing loopholes and deductions, without naming what those loopholes and deductions are.",No
"No, I'm saying our principal need now is to stabilize the tax base, which is the job base, and create a growing, dynamic base.",No
"I want to give small business employers a tax credit, 25%, to encourage the providing of health insurance for the employees in small businesses.",No
"And we are winning in Iraq, and we will come home.",No
And yet project strength in a way that promotes freedom.,No
My definition of national strength is to make certain that a dollar spent buys us a dollar's worth of defense.,No
Everywhere I go on the campaign trail I see moms and dads whose son or daughter may wear the uniform and they tell me about how discouraged their son or daughter may be.,No
But I just don't want to mandate it and risk putting this - setting the recovery back.,No
"We've created a mess, don't have much to show for it and we have got to fix it.",No
Is that the way it works?,No
"If the job were finished, I might have thought twice about seeking reelection for this job.",No
I think credibility is important.,No
I'd like to thank the people who've started with Mr. Perot who've come on to help our campaign.,No
"See, what you see is what you get and if you don't like it, you got two other choices, right?",No
Maybe there is no hacking.,No
It shouldn't happen in America.,No
"But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.",No
