Text,class_label,examples,topic
"Now, I wonder if the -- it's been blocked by the opponents in the majority in the Congress.",Yes,,
Perhaps we might find that out tonight.,No,,
"I grant you that prices may go up, because as you go further and have to go deeper, you are adding to the cost of production.",No,,
I guess it's because you will lose your right to tell them what to think.,No,,
"At one point, while you were focused on Iraq, you said well, we can ""muddle through"" Afghanistan.",Yes,,
We'll do everything we can to improve adoption in this country.,No,,
I believe strongly we should d- do so in Formosa and I believe we should meet our commitments to every country whose security we've guaranteed.,No,,
"First, he says he's for medical liability reform, particularly for OB/GYNs.",Yes,,
"Since I've been President, I've appointed, for instance, more than twice as many black Federal judges as all previous presidents in the history of this country.",Yes,,
It's not about President Clinton.,No,,
"Small business--you've got to have capital, you've got to credit, and many of them need mentors or coaches.",No,,
"When I was in the United States Congress, I worked with former President Reagan to modernize our strategic weaponry and to pursue arms control in a responsible way.",Yes,,
And the birther lie was a very hurtful one.,No,,
"In terms of regional tensions, we have now gotten the attention of the Soviet Union.",No,,
"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion.",Yes,,
He didn't succeed and I signed it and I'm glad I did.,Yes,,
"Now, results is what counts.",No,,
"And I am also focussed on the fact that isn't it a paradox that we have the highest productivity in our workforce in the industrialized world and at the same time have the largest trade deficit, and at the same time rank behind 9 other nations in what we pay our most productive people in the world, and we're losing whole industries overseas.",Yes,,
"It's a question between trust and fear, and I would say, I think, Mr. President, about all you've got going in this campaign is fear.",No,,
"And some major uh - uh - manufacturing companies, like Dow Chemical, have through uh - very effective efficiency mechanism cut down the use of energy by uh - as much as 40 percent with the same out-product.",Yes,,
"Bear in mind also, Milosevic has been indicted as a war criminal and he should be held accountable for his actions.",Yes,,
"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",Yes,,
We've expanded Pell Grants by a million students.,Yes,,
The voluntary national testing is in addition to the mandatory testing that we require of states.,No,,
"Well, that's exactly the commitment that was made to the American people in 1980: He would never reduce benefits.",Yes,,
"As a matter of fact, Mr. Bush was the Chairman of a task force on international terrorism which issued a report shortly before that decision was made and said, and rightly so, that we never ever can make concessions to terrorists and hostage takers.",Yes,,
"And the last point I wanna make is this: Mr. Ford, Mr. Kissinger have uh - continued on with the policies and failures of Richard Nixon.",No,,
"Well, the Administration was the first major country to stand up to the abuse in Tiananmen Square.",Yes,,
"As for offshore oiling, only 2% now is so leased and is producing oil.",Yes,,
"But when we make this into a divisive political issue, and when we don't have bipartisan support -- I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can't...",No,,
"President Lincoln opposed the war and there were people who said maybe he shouldn't be president, but I think he made us a pretty good president in wartime.",Yes,,
The offshore drilling rights is a question that Governor Reagan raises often.,No,,
There's too much bitterness in Washington.,No,,
"I want the federal government, consistent with local control and new accountability, to make improvement of our schools the number one priority so Caley will have a desk and can sit down in a classroom where she can learn.",No,,
And that would be a severe blow to our abilities there in the Pacific.,No,,
Mr. Ford's own uh - environmental agency has projected a 10 percent unemployment rate by 1978 if he's uh - president.,Yes,,
I think the American people deserve better than they're getting.,No,,
"The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make.",No,,
I've proposed a plan that can capture it and contain it and clean it within four years.,No,,
"But let me say to you, Mr. Vice President, we're happy with our laws on our books.",No,,
That's not the right course for us.,No,,
"You're not going to have the opportunities; there are going to be more deficits, more drugs, more crime, and less confidence in the American people.",No,,
"Those would all, could all be challenged by men.",No,,
"Sure, there's more work to do.",No,,
We just recently ended those drive-by deliveries saying people can't be kicked out of the hospital by insurance companies when they've just had babies.,Yes,,
"I don't blame him, because in 1975 we had fewer housing starts in this country, fewer homes built, than any year since 1940.",Yes,,
"He wanted first uh - we know, Austria, and then he went on to the Sudetenland and then Danzig, and each time it was thought this is all that he wanted.",No,,
"If we make investments now so that people have coverage, that we are preventing diseases, that will save on Medicare and Medicaid in the future.",Yes,,
"I can see why people at your workplace think he changes positions a lot, because he does.",Yes,,
"And then as a last resort only, continue to use atomic power.",No,,
We right now give $15 billion every year as subsidies to private insurers under the Medicare system.,Yes,,
"Well, let me just make a closing point.",No,,
"And I'm not going to stand for somebody saying that because someone yelled something at a rally -- there's a lot of things that have been yelled at your rallies, Senator Obama, that I'm not happy about either.",No,,
I want to hear only arguments as to whether it is good or bad for the people -- is it morally right?,No,,
"... talked about Medicaid and how we could send it back to the states, but effectively this means a 30 percent cut in the primary program we help for seniors who are in nursing homes, for kids who are with disabilities.",Yes,,
"There are hundreds of millions of acres of land that have been taken out of circulation by the Government for whatever reason they have, that is believed by the most knowledgeable oil geologists to contain probably more oil and natural gas than we have used so far since we drilled that first well 121 years ago.",Yes,,
"The first thing we did was to streamline the legal immigration system, to reduce the backlog, make it easier, simpler and cheaper for people who are waiting in line, obeying the law to make sure that they can come here and contribute to our country and that's good for our economic growth.",Yes,,
"They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",Yes,,
They were not within the treaty area when the treaty was passed in fifty-five.,Yes,,
"I don't think that's a proper way to describe aayuh- chairman of the Joint Chiefs of Staff who has fought for his country for thirty-five years, and I'm sure the governor would agree with me on that.",No,,
